Phrase,"Search Volume",Category,Fulfillment,"Size Tier","Variation Count",BSR,Price,"Monthly Sales","Monthly Revenue","Review Count","Reviews Rating",Sellers,"Last Year Sales","Sales Year Over Year","Sales Trend (90 days)","Price Trend (90 days)","Best Sales Period","Broad Reach Potential","Number of competing products","Sales to Reviews"
"sardine shirt",803,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",44,540266,16.37,77,1182.45,10,4.20,2,7,,0,0,"Jul, 2025",2,480,30.36
"kilometer shirt",219,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1139584,17.97,73,1399.73,7,4.35,1,26,-82,0,24,"Jun, 2025",3,259,17.69
"summerween shirt",1740,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,649709,15.9,39,612.49,3,5.00,1,0,,0,0,"Jul, 2025",2,661,33.55
"isibindi shirt",321,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,641511,17.29,7,106.01,3,3.97,1,0,,0,0,"Jul, 2025",2,457,4.82
"8647 shirt",459,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",14,641389,16.07,48,785.3,14,4.52,1,0,,-76,-15,"Mar, 2025",3,972,3.99
"amistad shirt",316,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,505048,15.81,7,107.21,0,-1.00,1,0,,0,0,-,2,2000,-1.00
"spunki shirt",158,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",7,239367,19.19,98,1958.84,9,4.68,1,0,,26,-21,"Apr, 2025",0,68,19.65
"senior shirt",1528,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,212845,17.06,62,1046.19,3,4.96,1,0,,0,-3,"Jul, 2025",5,10000,42.28
"friyay shirt",107,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",6,639840,16.77,25,387.91,5,5.00,1,19,,0,0,"Jul, 2025",2,8000,8.24
"moomin shirt",351,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1258667,23.99,9,216.03,2,4.75,1,0,,0,0,"May, 2025",2,176,13.13
"ovechkin shirt",135,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",5,827297,29.98,11,335.35,5,4.83,1,0,,-110,-6,"Apr, 2025",2,453,3.15
"persona shirt",452,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,263313,19.54,33,604.4,9,5.00,2,0,,0,-20,"Jul, 2025",2,70000,8.68
"reveur shirt",19,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,674504,17.49,4,57.79,2,4.63,1,0,,0,0,-,2,471,3.36
"sprunky shirt",97,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",4,619535,19.31,55,999.9,6,4.75,1,0,,0,-109,"Jun, 2025",3,134,14.58
"c00lkidd shirt",612,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,762203,19.82,23,466.39,3,4.63,1,0,,0,0,"Jul, 2025",1,301,16.53
"fcawf shirt",390,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",49,238317,15.95,463,6619.89,6,4.65,2,0,,0,-29,"Jul, 2025",2,479,116.59
"kfg shirt",363,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,875176,18.99,16,431.77,6,4.20,1,0,,0,0,"Jul, 2025",0,414,8.20
"fih shirt",5172,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,446678,16.43,86,1425.08,6,5.00,1,0,,0,0,"Jul, 2025",2,211,66.14
"8647 t-shirt",72,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",13,798038,16.11,41,672.54,12,4.55,1,0,,0,-15,"May, 2025",2,867,5.13
"inxs t-shirt",425,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1485608,25.39,7,167.03,2,4.68,1,0,,0,-30,"Jul, 2025",1,151,3.76
"f-caw-f shirt",1298,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",29,288203,15.55,395,5726.41,7,4.66,2,0,,0,0,"Jul, 2025",3,500,103.55
