Phrase,"Search Volume",Category,Fulfillment,"Size Tier","Variation Count",BSR,Price,"Monthly Sales","Monthly Revenue","Review Count","Reviews Rating",Sellers,"Last Year Sales","Sales Year Over Year","Sales Trend (90 days)","Price Trend (90 days)","Best Sales Period","Broad Reach Potential","Number of competing products","Sales to Reviews"
"4th of july raccoon shirt",147,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,971752,17.26,277,5191.83,5,4.42,1,16,,0,-14,"Jun, 2025",1,976,95.37
"farel and free t shirt",170,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",42,1331393,15.39,31,572.86,4,3.62,1,0,,0,143,"Jun, 2025",0,104,14.51
"fourth of july goose shirt",167,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1122315,16.29,131,2142.73,3,4.95,1,0,,0,0,"Jun, 2025",1,475,260.30
"if genders confuse you shirt",383,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,825460,20.93,51,946.65,7,4.14,1,0,,0,-10,"Jun, 2025",2,180,15.71
"kitty biscuits bakery t shirt",1108,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1081903,16.79,28,435.86,3,3.57,1,0,,0,0,"Jul, 2025",1,171,24.30
"debi tirar mas fotos shirt",680,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",35,1021316,17.39,20,324.09,2,5.00,1,0,,0,-43,"Jul, 2025",0,119,8.93
"art the clown t shirt",154,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",10,799394,17.8,21,330.94,14,4.68,1,59,,0,0,-,0,320,8.34
"what is a kilometer shirt",168,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,566856,18.29,556,10444.56,4,4.53,1,36,,0,3,"Jun, 2025",2,210,726.47
"autism powered fuck machine shirt",31,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,921727,19.22,10,190.79,2,5.00,1,0,,-39,-10,"Jun, 2025",0,160,9.40
"where them fans at shirt",202,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,737704,16.66,114,1627.84,7,4.62,1,0,,0,-33,"Jun, 2025",0,209,30.69
"army 250th anniversary t shirt",95,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,817357,16.63,24,405.18,3,4.50,1,0,,0,145,"Jun, 2025",1,273,18.10
"i love due process shirt",429,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",17,1035415,15.24,25,395.91,2,4.50,1,0,,0,63,"Jul, 2025",0,272,24.85
"kpop demon hunters t shirt",425,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,31759,20.56,769,16125.67,6,3.46,1,0,,0,-52,"Jul, 2025",0,335,311.45
"save the dolls t shirt",114,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",9,983594,17.9,36,598.98,7,4.81,1,71,127,0,-19,"Jun, 2025",0,246,16.04
"no king day t shirt",140,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",16,996957,17.27,39,638.37,16,4.39,1,0,,0,-11,"Jun, 2025",1,236,3.96
"mexican ain't going anywhere shirt",149,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,1380819,17.69,22,359.12,5,4.79,1,0,,0,-6,"Feb, 2025",2,294,7.73
"going to the chapel shirt",508,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",6,1069658,18.15,89,1526.23,12,4.75,1,3,,0,0,"Jul, 2025",0,300,22.40
"bad two the bone shirt",324,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,923920,16.95,65,1018.59,6,4.60,2,0,,0,-36,"Jul, 2025",2,334,19.68
"cute but feral toddler shirt",612,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",13,697344,16.14,63,1012.27,12,4.99,1,260,,0,0,"Jul, 2025",0,215,11.37
"tung tung tung sahur shirt",805,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1431627,15.77,21,353.04,3,4.90,1,0,,0,0,"Jul, 2025",2,267,12.74
"boots on ground t shirt",199,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,363232,16.84,71,1108.95,3,4.91,1,0,,0,0,"Jul, 2025",3,743,68.17
"fourth of july liberal shirt",227,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",11,1317095,16.55,20,347.14,4,4.93,1,0,,0,0,"Jun, 2025",2,699,6.56
"jumpin music slick djs shirt",246,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,995894,16.32,30,478.68,2,4.50,1,0,,0,0,"Jul, 2025",0,70,12.88
"built by immigrants t shirt",349,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",6,1167244,15.37,16,243.09,2,4.60,1,0,,0,0,"Jul, 2025",0,248,10.01
"hello second grade shirt girls",1110,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,199037,16.2,142,2176.08,6,4.60,1,3,,0,0,"Jul, 2025",0,837,59.96
"no tractor driving today shirt",251,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,943259,15.27,6,93.96,0,-1.00,1,0,,0,0,"Jul, 2025",0,576,-1.00
"kpop demon hunter kids shirt",373,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,53746,20.19,822,16732.54,14,4.32,1,0,,0,0,"Jul, 2025",2,235,203.16
"labor and delivery nurse shirt",735,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,799229,15.89,16,236.16,4,4.75,1,13,,-71,-6,"May, 2025",3,1000,8.14
"ducks in a row shirt",543,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",6,817357,15.29,7,104.64,2,4.40,1,3,,0,0,-,2,276,8.21
"legend blue jordan 11 shirt",86,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",24,590681,22.39,41,967.15,11,4.16,1,0,,-20,-6,"Mar, 2025",1,126,7.12
"i eat cement cat shirt",304,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,910821,17.6,51,937.64,8,4.88,1,27,,0,0,-,0,114,19.07
"wrf is a kilometer shirt",212,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1240816,18.31,127,2397.08,8,4.43,1,18,-82,0,6,"Jun, 2025",0,117,52.04
"trump won qr code shirt",78,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",32,1238322,19.24,17,327.22,8,3.15,1,0,,0,0,"Jun, 2025",0,122,3.26
"dan da dan t shirt",242,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,826594,20.46,24,487.31,5,4.50,2,0,,0,-8,"Jul, 2025",0,196,12.85
"45 47 long sleeve shirt",41,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",8,1132777,18.42,12,193.95,0,-1.00,1,0,,0,-171,"Jul, 2025",2,723,-1.00
"rejecting kings since 1776 shirt",263,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1397667,17.61,46,817.04,8,4.22,1,0,,0,-26,"Jun, 2025",2,589,13.80
"no kings protest t shirt",300,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1033721,17.63,28,438.34,11,4.50,1,0,,0,-6,"Jun, 2025",0,1000,2.69
"plantation burning t shirt juneteenth",92,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,1190335,16.82,273,4807.21,12,4.10,1,0,,0,-5,"Jun, 2025",0,261,36.08
"huntrix kpop demon hunters shirt",805,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",9,47015,20.7,820,16644.33,17,4.15,1,0,,0,0,"Jul, 2025",2,155,207.36
"kindergarten is my jam shirt",510,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1033286,15.78,15,201.04,1,5.00,1,1,500,0,0,"Jul, 2025",0,294,29.00
"snacks make me nicer shirt",408,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",30,1433884,15.22,10,137.59,0,-1.00,1,0,,0,0,"Jul, 2025",0,1000,-1.00
"funny milk t shirt dad",220,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",10,808381,17.34,148,2622.83,20,4.77,2,302,,0,-14,"Jun, 2025",0,820,5.45
"fantastic 4 first steps shirt",217,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,126771,23.15,638,14499.83,12,4.68,1,0,,0,0,"Jul, 2025",0,460,177.95
"kpop demon hunters youth shirt",373,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,58769,20.95,789,16049.77,15,3.80,1,0,,0,0,"Jul, 2025",0,194,206.90
"just a spooky goose shirt",510,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1221297,16.43,2,19.33,0,-1.00,2,0,,0,0,-,0,217,-1.00
"teaching is my ministry shirt",338,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1382215,15.83,7,103.27,0,-1.00,1,0,,0,0,-,0,377,-1.00
"protest 4th of july shirt",135,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1190032,16.97,140,2417.5,4,4.94,1,17,229,0,0,"Jun, 2025",2,1000,69.53
"boot in your ass shirt",193,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1386651,19.01,80,1481.9,4,4.47,1,6,,0,-36,"Jun, 2025",3,175,23.16
"team c00lkidd join today shirt",244,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1122629,19.44,19,395.66,3,4.78,1,0,,0,0,"Jul, 2025",0,295,11.34
"steve s lava chicken shirt",144,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",25,613894,20.49,518,9863.68,13,4.13,1,0,,0,-3,"May, 2025",0,53,28.01
"gulf of america shirt trump",283,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,913167,17.27,113,2045.21,8,3.61,1,91,103,0,-7,"Jul, 2025",3,348,85.32
"gulf of america t. shirt",174,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",9,659209,16.56,194,3111.47,16,4.30,2,342,,0,0,"Jul, 2025",3,480,52.04
"glizzy 4th of july shirt",63,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1179275,17.47,108,2002.1,2,4.13,1,0,,0,0,"Jun, 2025",1,213,33.80
"big beautiful bill t shirt",107,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1237260,15.24,25,377.88,2,4.00,1,0,,0,0,"Jul, 2025",0,883,45.48
"no kings since 1776 shirt",294,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,877257,17.14,107,1868.03,13,4.28,1,0,,0,-43,"Jun, 2025",3,933,26.88
"jurassic world rebirth t shirt",188,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,382973,22.99,476,10922.81,14,4.18,1,0,,0,-8,"Jul, 2025",0,274,41.46
"no more kings t shirt",194,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",10,856171,17.72,47,747.52,18,4.48,1,0,,0,-31,"Jun, 2025",0,583,3.02
"isibindi house shirt green kids",218,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,699020,17.59,8,140.19,1,4.00,1,0,,0,-44,"Jul, 2025",0,127,8.80
"operation midnight hammer t shirt",451,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",5,774109,17.97,82,1579.76,2,4.84,1,0,,0,0,"Jul, 2025",1,221,76.13
"senior class of 2026 shirt",422,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,253685,17.13,38,593.58,3,5.00,1,0,,0,-26,"Jul, 2025",2,1000,35.68
"kpop demon hunters shirt kids",1528,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,39085,21.1,563,11979.5,5,4.10,1,0,,0,0,"Jul, 2025",2,246,329.30
"huntrix shirt kpop demon hunters",373,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",9,34831,20.35,890,18107.41,17,3.65,1,0,,0,0,"Jul, 2025",2,144,218.79
"no tyrants no kings shirt",223,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",14,1008373,16.45,44,725.45,15,4.52,1,0,,0,-16,"Jun, 2025",1,397,5.51
"everyone is welcome t shirt",23,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1245344,16.48,23,376.12,11,4.74,1,0,,0,0,"Mar, 2025",2,1000,10.76
"juan soto mets t shirt",73,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",33,820255,28.07,22,624.14,3,4.43,1,0,,0,-6,"Jun, 2025",0,449,15.07
"protect the dolls t shirt",168,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",13,976018,17.39,34,544.68,4,4.81,1,0,,0,13,"Jun, 2025",2,154,17.79
"red white and feral shirt",254,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",5,1441895,16.99,16,299.03,4,4.49,1,0,,0,5,"Jun, 2025",3,1000,6.07
"feral and free kids shirt",143,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1217717,16.74,153,2658.92,3,4.41,1,0,,0,0,"Jun, 2025",2,429,129.79
"kpop demon hunters kids shirt",2556,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,44422,21.01,318,6738.71,6,4.11,1,0,,0,0,"Jul, 2025",2,241,136.20
"trump shirt gulf of america",274,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,911285,17.02,85,1503.83,3,3.59,1,0,,0,30,"Jul, 2025",3,351,97.85
"team coolkid join today shirt",366,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,806178,19.99,20,436.22,3,4.78,1,0,,0,0,"Jun, 2025",0,110,11.37
"dumpster fire response team shirt",444,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,669760,15.56,13,149.82,3,4.90,2,0,,0,0,"Jul, 2025",0,159,8.95
"respect the drip baseball shirt",99,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,960758,16.62,155,2903.22,9,4.35,1,0,,0,-9,"Jun, 2025",1,348,17.89
"wish i were sally shirt",309,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1022248,19.99,4,83.3,0,-1.00,1,0,,0,-55,"Jul, 2025",0,98,-1.00
"anti trump shirt no kings",265,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,859045,16.99,39,657.72,10,4.44,1,0,,0,2,"Jun, 2025",0,393,15.44
"white sox pope leo shirt",138,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",6,1461276,19.29,159,3474.01,11,4.93,1,0,,0,-22,"Jul, 2025",1,105,27.78
"gulf of america trump shirt",118,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,680980,16.52,197,3642.65,8,3.88,1,32,,0,0,"Jun, 2025",3,339,184.77
"rock paper scissors reading shirt",194,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,723889,16.88,5,66.56,2,5.00,1,0,,0,-26,"Mar, 2025",0,1000,1.41
"no kings day t shirt",191,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,864607,17.82,113,1808.9,19,4.55,1,0,,0,-6,"Jun, 2025",1,1000,7.29
"born to dilly dally shirt",1106,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,997479,17.66,39,691.18,4,4.71,2,22,,0,-14,"Jul, 2025",1,211,11.56
"fantastic four first steps shirt",678,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,199686,23.35,483,10852.05,14,4.50,1,0,,0,0,"Jul, 2025",2,489,113.47
"terrifier shirt art the clown",207,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,825962,17.43,6,106.61,13,4.93,1,109,,0,0,-,1,229,0.80
"always sunny blink 182 shirt",30,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",11,502623,25.14,47,1159.08,4,4.38,1,0,,0,7,"May, 2025",2,80,21.19
"silly goose teacher club shirt",344,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1319667,16.13,1,18.38,0,-1.00,1,0,,0,0,-,0,1000,-1.00
"they not like us shirt",415,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",18,1350580,16.36,12,178.43,8,4.27,1,0,,0,-30,"May, 2025",4,1000,3.27
"little miss pre k shirt",429,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,1051877,15.78,14,218,13,4.90,2,84,,0,0,-,2,303,4.07
"qr code f you shirt",217,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1100449,17.7,12,200.32,5,4.25,2,0,,198,-12,"Dec, 2024",2,149,3.47
"86 47 anti trump shirt",191,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,878102,16.62,38,631.48,12,4.52,1,0,,-31,-2,"Jun, 2025",0,417,8.88
"trump dance qr code shirt",153,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,592808,19.32,44,804.43,5,4.25,1,0,,0,-7,"Jun, 2025",3,442,14.68
"my first cruise 2025 shirt",159,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",4,1283416,16.65,16,242.58,3,4.87,1,15,,0,-4,"Jul, 2025",1,406,8.33
"democracy has no kings shirt",62,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",24,1380993,16.74,58,902.58,0,-1.00,1,0,,0,0,"Jun, 2025",0,380,-1.00
"rejecting kings in america shirt",295,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1154006,16.89,59,1022.5,10,4.09,1,0,,0,-27,"Jun, 2025",0,509,13.32
"raccoon 4th of july shirt",209,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,985542,17.04,279,5158.18,6,4.78,1,23,,0,0,"Jun, 2025",1,962,74.11
"feral and free shirt toddler",115,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1004155,17.02,238,4455.19,5,4.26,1,0,,0,0,"Jun, 2025",2,144,225.51
"4th of july shirt liberal",233,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",9,1178473,16.71,95,1683.21,7,4.80,1,76,479,0,0,"Jun, 2025",3,1000,42.70
"k pop demon hunters shirt",4921,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,35719,20.91,701,14570.03,6,3.81,1,0,,0,0,"Jul, 2025",3,228,333.07
"nacho gulf no more shirt",116,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1006500,17.21,63,1104.48,1,5.00,1,0,,0,0,"Jul, 2025",0,819,249.70
"cherry 4th of july shirt",106,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1135522,16.7,17,267.21,0,-1.00,1,0,,0,0,-,0,403,-1.00
"foxtrot delta tango t shirt",177,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",30,863485,15.81,126,1732.21,10,4.31,2,0,,0,-21,"Jun, 2025",1,602,22.89
"boots on the ground shirt",417,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,425471,16.05,133,1665.38,17,4.63,2,0,,0,9,"Jul, 2025",3,691,35.79
"da pope chicago bears shirt",192,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,968357,16.57,18,302.11,4,4.92,1,0,,0,-5,"May, 2025",0,199,10.23
"hill country strong t shirt",407,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",12,1141930,16.33,10,148.42,1,4.00,1,0,,0,0,"Jul, 2025",0,123,15.75
"i require snacks raccoon shirt",1110,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,942605,17.12,7,114.2,0,-1.00,1,0,,0,0,-,1,1000,-1.00
"cat smoking cigarette t shirt",2315,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,806128,17.52,38,625.38,6,4.88,1,5,24,0,-13,"Jul, 2025",0,163,37.37
"vbs 2025 magnified t shirt",215,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,944815,15.75,94,1340.32,8,4.73,1,0,,0,-19,"Jun, 2025",1,341,28.70
"f caw f t shirt",1740,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",27,350544,16.02,395,5732.04,7,4.65,2,0,,0,-15,"Jul, 2025",2,444,101.54
"red white and ferral shirt",158,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",10,651425,17.07,375,6964.73,5,4.27,2,0,,0,0,"Jun, 2025",0,171,383.40
"feral but free toddler shirt",212,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1357509,15.81,50,753.96,3,4.68,1,0,,0,848,"Jun, 2025",2,157,43.83
"funny girls trip shirt exchange",329,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,285847,16.4,160,2814.63,11,4.10,1,0,,0,-6,"Jul, 2025",0,387,63.32
"everone is welcome here shirt",82,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",5,1157301,15.77,17,267.65,8,4.57,1,0,,0,0,"Mar, 2025",0,126,7.41
"can i lick it shirt",163,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",7,568851,16.69,53,959.57,5,4.30,1,0,,0,-7,"Jul, 2025",1,128,40.43
"hands off protest t shirt",194,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1408710,17.85,15,278.93,6,4.70,1,0,,0,-14,"Apr, 2025",2,312,18.44
"soda pop saja boys shirt",397,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,232249,18.58,115,2613.68,5,4.73,1,0,,0,0,"Jul, 2025",0,30,90.20
"fourth of july feminist shirt",215,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",9,1176601,16.83,126,1840.99,10,4.60,1,67,603,0,-7,"Jun, 2025",1,824,8.36
"kpop demon hunters rumi shirt",319,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,34436,20.68,1076,21792.38,19,4.03,1,0,,0,0,"Jul, 2025",0,111,216.75
"rujinu shirt kpop demon hunters",229,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,108570,20.76,803,16248.14,17,3.90,1,0,,0,0,"Jul, 2025",0,149,167.94
"k pop demon hunter shirt",398,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,46744,20.91,871,17649.82,19,4.03,1,0,,0,0,"Jul, 2025",3,382,207.36
"motherhood is kingdom work t-shirt",269,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",4,1193761,17.02,39,750.35,15,4.58,1,0,,0,-31,"May, 2025",0,1000,3.73
"inclusion is my jam t-shirt",373,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1060335,15.33,21,285.72,1,5.00,1,0,,0,0,"Jul, 2025",0,161,103.30
"boots on the ground t-shirt",176,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,338784,16.41,70,1114.58,4,4.54,1,0,,0,0,"Jul, 2025",3,587,49.34
"fantastic four first steps t-shirt",51,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,177627,22.68,499,11242.59,15,4.63,1,0,,0,0,"Jul, 2025",2,489,147.60
"red white and feral t-shirt",185,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",11,887259,16.77,400,7427.85,5,4.48,2,0,,0,0,"Jun, 2025",0,901,366.34
"rejecting kings since 1776 t-shirt",207,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1281238,17.34,43,762.44,9,4.22,1,0,,0,0,"Jun, 2025",1,548,12.10
"radicalized by basic decency t-shirt",227,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",25,1083762,15.39,35,550.11,5,4.48,1,0,,0,0,"Jul, 2025",1,272,8.38
