Phrase,"Search Volume",Category,Fulfillment,"Size Tier","Variation Count",BSR,Price,"Monthly Sales","Monthly Revenue","Review Count","Reviews Rating",Sellers,"Last Year Sales","Sales Year Over Year","Sales Trend (90 days)","Price Trend (90 days)","Best Sales Period","Broad Reach Potential","Number of competing products","Sales to Reviews"
"relax gringo i'm legal shirt",191,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1097564,17.07,37,690.5,12,4.77,1,34,223,0,-53,"Jul, 2025",0,3000,6.14
"show me that butthole shirt",198,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1181204,17.03,7,115.1,16,4.61,1,87,-32,0,-31,"Dec, 2023",0,163,0.87
"emoji t shirt for adults",272,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1085578,16.13,26,448.49,12,4.40,1,309,-13,56,-41,"Oct, 2024",2,198,5.01
"ozzy osbourne long sleeve shirt",263,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,770515,33.66,18,505.7,11,4.70,1,46,-54,0,0,"Jul, 2025",2,260,1.74
"joe and hoe tee shirt",282,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",6,1257019,16.69,168,2931.65,17,4.69,1,145,-12,120,-16,"Dec, 2024",2,80,4.27
"care bear share bear shirt",125,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",15,1315612,21.35,16,333.29,19,4.49,1,232,-30,0,-15,"Oct, 2023",2,919,1.72
"third grade squad t shirt",213,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1075072,17.16,19,316.36,11,4.64,1,59,-40,0,-30,"Aug, 2024",0,10000,4.23
"dave dave dave dave shirt",102,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,921768,17.66,12,209.56,18,4.71,1,191,370,0,-12,"Dec, 2023",4,1000,1.57
"chris brown middle finger shirt",446,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",4,878659,17.92,21,345.44,9,4.34,1,68,-72,0,-33,"Jun, 2024",0,71,3.80
"birthday emoji shirt for girls",135,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1285397,16.91,28,494.91,14,4.52,1,204,-18,0,-26,"Oct, 2024",3,291,3.99
"id rather be fishing shirt",107,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1488822,15.8,15,231,17,4.76,1,39,-45,0,-10,"May, 2024",0,431,0.79
"i love my cousin shirt",250,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1276061,17.24,18,298.2,16,4.78,2,129,-36,0,-27,"May, 2024",0,649,2.68
"gary keith ron mets shirt",142,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",5,1003049,24.59,45,1080.82,18,4.59,1,202,18,37,-6,"Jun, 2025",0,73,26.33
"make alcatraz great again shirt",64,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,498221,19.99,21,420.12,3,5.00,1,52,940,7500,-12,"Jul, 2025",1,294,7.01
"get in good trouble t-shirt",290,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1193171,16.92,62,1078.11,14,4.70,1,110,669,0,-14,"Jul, 2025",1,334,14.04
"joe and the hoe t-shirt",99,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",12,1032594,17.17,48,697.9,20,4.53,1,422,-40,0,-8,"May, 2025",2,57,4.25
