Phrase,"Search Volume",Category,Fulfillment,"Size Tier","Variation Count",BSR,Price,"Monthly Sales","Monthly Revenue","Review Count","Reviews Rating",Sellers,"Last Year Sales","Sales Year Over Year","Sales Trend (90 days)","Price Trend (90 days)","Best Sales Period","Broad Reach Potential","Number of competing products","Sales to Reviews"
"manual transmission shirt",16,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1164656,18.26,11,199.15,11,4.88,1,71,-29,0,-25,"May, 2024",1,420,1.98
"texas sucks shirt",22,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,957372,18.83,25,393.97,7,4.57,1,79,-37,0,-5,"Oct, 2023",0,248,7.69
"kendrick t shirt",23,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,793602,18.54,27,516.42,15,4.58,1,111,162,0,5,"May, 2025",3,5000,12.15
"fentanyl awareness shirt",23,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1280384,16.19,4,55.53,7,4.57,1,24,-34,0,-25,"Aug, 2024",0,116,0.56
"guyana t shirt",26,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,984708,17.39,11,193.89,7,4.87,1,84,8,-33,-29,"Sep, 2024",2,576,5.19
"realmuto phillies shirt",28,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1380049,26.99,6,139.39,10,4.48,1,40,-67,-83,-35,"Apr, 2024",2,290,1.39
"rick roll shirt",30,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,1456234,20.62,11,229.84,14,4.61,1,190,-11,-19,-12,"Dec, 2024",1,173,1.09
"kevin mccallister shirt",32,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,1148189,21.42,5,113.69,10,4.48,1,71,-36,0,-14,"Dec, 2023",0,107,1.07
"olivia benson shirt",33,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1421640,17.75,10,180.68,13,4.76,1,97,140,0,-16,"Dec, 2024",2,192,1.98
"england football shirt",33,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1466414,18.28,8,129.57,6,4.23,1,103,38,0,3,"Jul, 2024",2,1000,1.67
"happy everything shirt",34,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1394623,17.5,10,162.74,13,4.87,1,36,-33,0,-8,"Nov, 2024",1,6000,0.95
"kc heart shirt",36,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1191294,18.2,22,388.19,15,4.24,1,150,39,0,4,"Feb, 2025",2,240,2.98
"austin 3:16 shirt",37,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",11,1037529,33.39,7,200.12,12,4.60,2,33,-10,0,0,"Jun, 2025",2,771,1.97
"bride security shirt",46,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",9,1283628,16.8,80,1073.26,13,4.67,2,38,-23,-71,15,"Jul, 2025",0,139,10.29
"poop emoji shirt",48,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1072350,17.99,7,119.73,4,4.68,1,86,,-71,-16,"Dec, 2024",3,223,2.54
"arcadia bay shirt",51,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,924223,17.99,7,125.76,13,4.80,1,337,,-21,-43,"Dec, 2024",0,82,0.54
"ultra maga shirt",57,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1227960,17.47,15,221.25,5,4.25,1,87,,0,0,-,2,111,2.45
"mayans tee shirt",58,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1228292,20.98,12,242.21,9,4.50,1,172,-19,161,-3,"Dec, 2024",0,462,0.75
"momento mori shirt",60,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1246555,20.61,5,100.71,13,4.75,1,47,-27,-22,-6,"May, 2024",0,132,1.41
"salsa t shirt",61,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1290440,17.77,5,98.22,13,4.58,1,45,-26,0,-17,"May, 2024",2,20000,1.57
"immigration protest shirt",61,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,796693,19.68,120,2292.08,9,4.64,1,106,360,0,-26,"Jun, 2025",0,3000,24.03
"princess fiona shirt",63,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1377947,23.18,13,291.95,13,4.57,1,75,-27,0,-13,"Sep, 2024",0,172,2.06
"ya hussain shirt",64,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1377226,17.29,30,547.65,12,4.76,1,32,-13,0,-37,"Jul, 2025",1,129,4.99
"rick astley t-shirt",70,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1272506,21.28,13,260.16,14,4.61,1,217,-11,-17,-12,"Dec, 2023",2,330,1.09
"fly girl shirt",75,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1181204,18.65,5,84.27,14,4.30,1,55,1,0,-18,"May, 2024",2,60000,1.43
"paulie bleeker shirt",76,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",4,1195008,22.44,12,266.73,14,4.63,1,170,-12,33,-33,"Jun, 2024",0,79,1.28
"tootsie pop shirt",77,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,1283957,22.99,4,84.62,9,4.80,1,64,-8,14,-6,"Oct, 2023",2,219,0.72
"f22 raptor shirt",81,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1342073,18.37,20,363.94,14,4.75,1,149,23,28,-22,"Jun, 2025",1,154,2.07
"bat t shirt",86,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1023258,18.1,29,517.86,15,4.62,1,232,21,0,-26,"Oct, 2024",3,6000,2.09
"punta cana shirt",88,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,903557,17.12,16,250.43,9,4.58,1,70,-11,0,-11,"May, 2024",1,10000,3.81
"more cowbell shirt",93,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1079653,18.86,12,228.16,11,4.85,1,151,-12,0,-19,"Oct, 2024",2,111,4.60
"members only shirt",94,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,1372198,18.57,16,293.18,13,4.78,2,63,-22,0,-13,"May, 2024",0,40000,7.78
"slay t shirt",97,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1283647,16.79,17,266.77,14,4.72,1,415,-56,-67,-9,"Dec, 2024",2,562,2.97
"jefferson cleaners t-shirt",99,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1126497,17.66,9,147.6,6,4.77,1,0,,0,-19,"Jun, 2025",0,43,3.16
"biggie cheese shirt",103,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",7,863719,16.78,29,683.52,12,4.79,2,102,289,-15,-23,"Dec, 2023",1,167,4.05
"river rat shirt",103,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1291289,19.99,3,59.53,13,4.75,1,9,-57,275,-17,"May, 2024",0,220,0.21
"orca t shirt",104,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,868361,18.44,12,216.57,13,4.36,1,81,-29,0,-12,"May, 2024",2,636,2.78
"great nana shirt",104,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1123406,19.24,9,167.71,12,4.60,1,41,-38,-97,-30,"May, 2025",2,7000,0.91
"collective soul shirt",106,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,1259887,15.49,28,492.42,11,4.70,1,139,36,367,6,"Jul, 2025",2,898,1.44
"granny t shirt",106,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1344778,17.64,7,119.59,13,4.74,1,65,-12,-73,-24,"May, 2024",1,5000,1.61
"olympic swimming shirt",107,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1477904,18.78,5,82.35,8,4.42,1,76,-42,0,-45,"Jul, 2024",2,518,0.75
"paul heyman shirt",110,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1407601,19.84,14,296.31,8,4.67,1,89,19,70,-13,"Dec, 2024",0,63,2.18
"us constitution shirt",112,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1041246,17.45,96,1546.16,15,4.40,1,80,84,0,-11,"Jun, 2025",0,684,9.76
"color guard shirt",119,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1303712,18.13,6,95.7,14,4.58,1,81,-37,0,-25,"May, 2024",2,100000,0.79
"anti immigration shirt",119,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",37,656029,19.81,56,1009.08,4,4.64,2,81,,0,-8,"Jun, 2025",2,558,17.14
"ex wifey shirt",124,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,1337923,18.68,40,658.12,5,4.62,1,9,-88,0,-7,"May, 2024",0,129,29.48
