Phrase,"Search Volume",Category,Fulfillment,"Size Tier","Variation Count",BSR,Price,"Monthly Sales","Monthly Revenue","Review Count","Reviews Rating",Sellers,"Last Year Sales","Sales Year Over Year","Sales Trend (90 days)","Price Trend (90 days)","Best Sales Period","Broad Reach Potential","Number of competing products","Sales to Reviews"
"i need a huge coctail shirt",170,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1196185,16.22,24,386.98,3,4.35,1,24,-63,0,-16,"Jul, 2025",1,551,36.64
"mama im coming home t shirt",378,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",5,567473,20.47,7,173.24,0,-1.00,1,0,,0,0,-,2,266,-1.00
"red white and due maternity shirt",182,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",6,1038380,17.57,151,2596.32,3,4.60,1,19,76,0,0,"Jun, 2025",0,440,76.04
"first day of prek shirt girl",405,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",8,277690,15.82,53,624.71,12,4.84,1,84,,0,0,"Jul, 2025",0,50000,8.48
"i like how he bangs shirt",125,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1498885,18.06,141,2252.07,7,4.38,1,162,36,0,0,"Jun, 2025",0,143,31.26
"first day of 4th grade shirt",427,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,209281,16,56,816.67,6,4.42,1,63,26,0,0,"Jul, 2025",2,3000,30.50
"stars stripes and equal rights shirt",213,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",5,1399980,15.97,20,339.05,5,4.38,1,114,536,0,-30,"Jun, 2025",2,467,4.03
"in my fourth grade era shirt",348,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,703183,16.9,16,253.45,5,4.73,1,55,,0,0,"Jul, 2025",0,367,17.50
"but did you take attendance shirt",360,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,979563,17.98,2,35.61,2,4.00,1,3,,0,0,-,0,1000,0.98
"first grade dream team teacher shirt",136,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,971241,16.43,24,381.08,6,4.57,1,99,-79,0,-6,"Aug, 2024",0,474,8.32
"1st day of 5th grade shirt",224,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,598616,16.29,22,339.4,4,5.00,1,22,,0,0,"Jul, 2025",0,2000,10.07
"first day of 6th grade shirt",328,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,562621,15.61,17,248.52,14,4.50,1,36,-36,0,0,"Jul, 2025",2,1000,11.25
"bigfoot grabbed my weiner t shirt",260,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1430936,16.22,9,140.44,8,4.95,1,142,,0,-28,"Dec, 2024",0,161,1.73
"daddys on his way trump shirt",93,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1189403,16.44,52,873.59,7,4.73,1,6,,0,-6,"Jun, 2025",1,228,18.92
"proud mom of 2025 graduate shirt",249,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1225765,17.5,9,158.04,16,4.42,1,251,,0,-9,"May, 2025",2,20000,1.21
"just a little pinch nurse shirt",129,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,416307,17.85,42,719.1,13,4.43,1,235,,0,7,"May, 2025",0,116,7.61
"he called me to fish shirt",612,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,851636,18.59,25,544.18,6,4.73,1,9,,0,0,"Jun, 2025",0,132,6.90
"first day of tk shirt girl",348,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",16,360017,16.59,102,1388.45,8,4.80,1,38,,0,0,"Jul, 2025",0,311,36.39
"can i pet that dawg shirt",365,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1249151,17.8,19,348.23,3,4.63,1,15,,0,-21,"Jul, 2025",1,206,12.07
"saved by the blood t shirt",400,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",36,509885,17.66,339,6509.01,10,4.48,2,0,,0,-47,"Jul, 2025",0,182,38.55
"100 days of school axolotl shirt",57,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1101020,16.27,14,202.64,3,5.00,1,12,,0,0,"Jun, 2025",0,254,5.13
"need prayer tap my shoulder shirt",1676,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",6,884928,17.15,21,331.36,5,4.75,1,0,,0,-28,"Jun, 2025",2,185,6.49
"ducks in a row t shirt",392,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",5,998874,15.82,25,390.41,2,4.70,1,0,,0,0,-,1,262,49.36
"i cant take benadryl t shirt",84,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1136737,17.49,58,920.55,4,4.10,1,0,,0,-36,-,0,66,28.79
"just here for the wieners shirt",267,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",6,849841,17.63,281,4534.42,19,4.57,1,857,,0,-18,"Jul, 2025",2,438,16.14
"1st day of 2nd grade shirt",100,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,177311,16.49,155,2274.03,16,4.63,1,137,45,0,-18,"Jul, 2025",2,3000,41.63
"in my second grade era shirt",434,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,633197,16.33,24,355.74,4,4.85,1,97,,0,-31,"Aug, 2024",1,374,16.26
"in my third grade era shirt",52,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,858553,15.91,38,593.12,6,4.88,1,79,-47,0,-28,"Jul, 2025",1,392,11.77
"first day of pre k shirt",2848,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,174218,16.6,172,2569.99,11,3.92,1,57,-38,0,0,"Jul, 2025",3,5000,39.32
"bad to the bow t shirt",101,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1222231,18.33,12,215.95,7,4.50,2,0,,0,0,-,0,135,4.29
"jennifer coolidge 4th of july shirt",197,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",7,842817,19.44,375,6610.73,9,4.82,1,339,-82,0,0,"Jun, 2025",2,133,27.93
"5th grade back to school shirt",383,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,250837,17.64,77,1317.82,7,4.92,1,119,11,0,-21,"Jul, 2025",0,60000,46.23
"smokin meats and clappin cheeks shirt",175,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1488659,17.89,15,260.47,7,4.95,1,110,,0,-6,"Jun, 2025",0,204,5.27
"wild flowers wild horses t shirt",47,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1300014,17.58,37,672.4,13,4.36,1,281,,0,-32,"Dec, 2024",0,190,3.46
"i bleach my stink wrinkle shirt",439,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1135578,16.15,62,1012.08,13,4.80,1,197,,0,-16,"Mar, 2025",0,103,9.96
"founding daddy 4th of july shirt",99,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1344636,16.41,100,1705.59,1,4.00,1,3,,0,-15,"Jun, 2025",0,261,14.66
"i know a guy christian shirt",328,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",11,782362,18.29,40,763.87,12,4.65,2,253,,-14,0,"Jun, 2025",0,368,7.54
"rizz em with the tism shirt",1298,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,956012,16.44,43,781.26,11,4.91,1,506,,0,-8,"Dec, 2024",0,315,4.97
"2038 graduation shirt grow with me",316,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,234342,16.9,51,868.55,6,4.65,1,71,,0,-11,"Jul, 2025",0,419,5.60
"in my 1st grade era shirt",204,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1108340,16.09,17,252.48,2,4.64,1,59,,0,-12,"Aug, 2024",0,597,10.77
"emoji 8th birthday shirt for girls",240,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,526718,15.74,52,792.92,11,4.50,1,15,,0,-42,"May, 2025",0,795,6.29
"my wife will kill you shirt",400,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",7,545119,18.89,62,1398.41,9,4.44,2,93,,0,6,"Jul, 2025",1,258,20.48
"am i okay megan moroney shirt",462,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",7,1450643,24.76,39,1018.87,9,4.65,1,2,,0,0,"Jul, 2025",1,42,22.11
"descendants the rise of red shirt",71,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,333991,22.21,88,1712.59,17,4.75,1,0,,0,0,"Dec, 2024",2,197,65.73
"red white and blue bow shirt",67,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",6,808843,16,258,4283.76,15,4.68,1,199,,0,3,"Jun, 2025",1,5000,38.51
"st patricks day speech therapy shirt",299,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,1302691,15.79,18,247.22,3,4.95,1,6,,0,-45,"Mar, 2025",1,163,5.78
"in my 4th grade era shirt",452,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,635269,16.38,16,264.14,5,4.85,1,63,,0,0,"Jul, 2025",1,425,16.18
"today i'm a serious goose shirt",159,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",5,891410,16.49,25,415.71,7,4.16,2,98,,0,0,"Jun, 2025",1,249,17.49
"i exist out of spite shirt",348,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1466286,16.33,6,104.1,6,5.00,1,0,,-63,-19,"Mar, 2025",0,167,2.70
"only you can prevent fascism shirt",390,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,630476,17.99,53,1012.94,13,4.35,1,154,,0,-15,"Jun, 2025",1,193,15.68
"women's rights 4th of july shirt",201,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1113812,16.15,228,3487.26,13,4.33,1,141,697,0,-36,"Jun, 2025",2,3000,28.72
"there's some horrors in this house shirt",395,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1011886,17.48,1,12.23,3,4.80,1,0,,0,0,-,1,232,0.37
"with liberty and justice for all shirt",220,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1478168,16.76,20,318.5,3,4.17,1,7,,0,-34,"Jun, 2025",2,801,7.75
"bad two the bone shirt toddler girl",20,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,1054313,16.91,45,702.57,8,4.71,2,0,,0,0,"Mar, 2025",0,200,12.07
"what the fuck is a kilometer shirt",99,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1233683,17.17,148,2558.53,4,4.90,1,78,,0,8,"Jun, 2025",0,171,174.54
"fourth of july labor and delivery shirt",109,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1306487,15.99,34,534.55,1,5.00,1,0,,0,0,"Jun, 2025",1,284,-1.00
"in my first grade era shirt girls",341,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,365022,15.98,47,625.72,7,4.52,1,125,,0,0,"Jul, 2025",0,699,13.99
"kendrick lamar shirt they not like us",137,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,1403197,18.73,14,304.28,5,4.42,1,17,,0,-6,"May, 2025",2,90,3.38
"proud mom of a 2025 graduate shirt",227,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1192148,17.5,9,158.65,15,4.52,1,86,,0,0,"May, 2025",2,1000,1.55
"jesus made me a fisherman t-shirt",273,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,1163367,20.32,38,842.98,16,4.65,1,158,,0,0,"Jul, 2025",0,229,4.66
"it's beer can not beer can't shirt",280,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,1347533,16.39,39,676.01,6,4.98,1,136,,0,0,"Jun, 2025",0,255,22.87
"i did not vote for him shirt",177,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",11,985577,16.83,14,228.92,5,4.12,2,0,,0,-30,"Apr, 2025",0,200,6.36
"i'm just here for the wieners shirt",147,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,967514,16.75,152,2690.37,8,4.54,2,374,6,0,4,"Jun, 2025",2,345,26.72
"first day of 5th grade shirt girls",1273,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,330653,16.56,51,808.87,3,4.73,1,9,18,0,0,"Jul, 2025",1,2000,60.92
"proud mom of a 2025 senior shirt",71,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1048714,16.36,26,444.15,14,4.39,1,231,,-50,-4,"May, 2025",1,1000,3.89
"1st day of 4th grade shirt boy",402,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,287642,17.29,46,729.98,4,4.60,1,24,-30,0,0,"Jul, 2025",0,2000,32.20
"let the games begin field day shirt",72,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1375640,15.6,5,66.83,7,4.82,1,113,5872,0,-37,"May, 2025",0,314,2.35
"strawberry james but my glock don't shirt",49,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",13,1313284,17.39,14,231.87,7,4.67,1,90,,0,-14,"Jun, 2025",0,61,4.45
"in october we wear pink ghost shirt",180,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",5,1217267,16.6,16,303.12,9,4.75,1,0,,0,0,"Oct, 2024",1,10000,0.09
"proud family of a 2025 graduate shirt",74,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1476763,18.89,15,294.27,12,4.07,1,0,,0,-22,"May, 2025",0,2000,1.57
"first day of fifth grade shirt boys",334,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,518544,16.32,13,197.43,3,4.93,1,25,,0,0,"Jul, 2025",0,20000,12.64
"i love my cougar girlfriend t shirt",254,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,777748,18.26,64,1250.33,6,4.73,1,129,,0,0,"Jul, 2025",2,309,18.54
"first day of fourth grade shirt boys",174,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,242455,16.26,40,589.4,5,4.54,1,56,6,0,0,"Jul, 2025",1,30000,19.81
"who you calling silly goose gym shirt",229,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",4,1071130,17.48,49,716.08,6,4.49,2,60,,0,-24,"Jun, 2025",0,191,11.91
"the metric system can't measure freedom shirt",263,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1426095,19.18,77,1506.85,3,4.82,1,21,,0,-20,"Jun, 2025",0,121,28.12
"in my double digits era shirt girls",170,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",5,633648,15.72,120,1959.21,13,4.45,1,29,,-42,-17,"Jun, 2025",0,321,10.31
"liberty and justice for all t shirt",111,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,656064,17.26,139,2424.02,2,4.06,1,0,,0,-33,"Jun, 2025",1,5000,54.81
"first day of fourth grade shirt boy",439,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,225269,16.02,37,548.84,6,4.47,1,55,-8,0,0,"Jul, 2025",1,2000,12.16
"busch light trump shirt gulf of america",305,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,698534,19.13,99,1750.83,19,4.13,1,110,-42,0,0,"Jul, 2025",1,123,53.00
"this is my pride flag t shirt",180,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",17,565399,18.2,134,2677.08,18,4.50,1,222,31,0,0,"Jun, 2025",2,1000,24.47
"first day of 4th grade shirt boys",1273,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,314043,15.86,40,598.56,19,4.70,1,38,-34,0,0,"Jul, 2025",2,3000,17.63
"disappointments all of you jesus t-shirt",803,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",5,860788,17.05,40,653.18,15,4.60,1,119,,0,-9,"Apr, 2025",1,235,3.92
"you just yee'd your last haw shirt",380,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1290028,17.48,11,185.67,4,4.56,1,59,,0,-6,"Jun, 2025",0,139,2.39
"i eat corn the long way shirt",1226,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1257625,17.22,55,1122.52,6,4.65,1,35,,-52,-39,"Jul, 2025",1,145,9.34
"trump vance elon kennedy thug life shirt",70,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,829011,18.97,24,396.14,15,4.83,1,29,,0,-6,"Jul, 2024",1,130,4.35
"last toast on the coast bachelorette shirt",312,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",8,1405928,15.13,5,63.08,1,5.00,1,2,,0,0,"Jun, 2025",0,283,17.26
"because im lisa that's why t-shirt",155,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1404485,19.57,11,219.43,4,4.20,1,10,,0,28,"Jul, 2025",0,185,1.05
"1st day of 1st grade shirt boy",678,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,209848,17.03,75,1227.49,10,4.82,1,79,47,0,0,"Jul, 2025",3,9000,67.26
"am i okay megan moroney shirt camo",211,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",15,733835,23.83,184,4006.92,17,4.30,2,250,52,0,0,"Jul, 2025",0,22,17.86
"doge department of government efficiency t-shirt",99,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1300281,17.41,8,131.38,20,4.71,1,0,,-114,-10,"Feb, 2025",0,137,0.62
"my first day of pre k shirt",434,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,471983,16.88,29,423.59,5,4.57,1,34,,0,0,"Aug, 2024",0,7000,8.60
"let me get my shoes trump shirt",35,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1333779,15.27,112,1860.12,12,4.58,1,34,,0,0,-,2,210,137.75
"zach bryan quittin time tour shirt 2024",136,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",29,720338,23.42,206,4804.56,11,4.28,1,8,,0,-25,"May, 2025",0,64,35.19
"im only here for the wieners shirt",131,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",5,652111,17.66,360,6528.15,20,4.59,2,591,-8,0,0,"Jun, 2025",0,358,66.75
"its beer can not beer cant shirt",231,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,1001859,17.09,63,1051.53,6,4.95,1,137,,0,0,"Jun, 2025",0,255,66.95
"strawberry jams but my glock don't shirt",200,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",7,1298059,16.77,14,225.7,7,4.67,1,105,,0,0,"Jun, 2025",1,192,3.53
"theres some horrors in this house shirt",680,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1070051,17.93,5,87.16,4,4.87,1,0,,0,0,-,0,233,3.48
"trump shirt with qr code on back",167,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",6,1458921,21.87,216,5415.32,19,4.17,2,0,,0,13,"Jun, 2025",1,149,14.25
"never underestimate a public school teacher t-shirt",35,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1404583,16.62,3,33.18,6,4.30,1,0,,0,-14,"Sep, 2024",0,129,0.67
"im just here for the weiners t-shirt",224,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",6,1014198,17.09,270,4327.18,18,4.47,1,745,23,0,-33,"Jul, 2025",1,271,17.41
"human beings colors may vary t-shirt vneck",139,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",8,662661,17.33,113,1733.16,5,4.73,1,0,,0,-16,"Jun, 2025",0,312,29.11
