Phrase,"Search Volume",Category,Fulfillment,"Size Tier","Variation Count",BSR,Price,"Monthly Sales","Monthly Revenue","Review Count","Reviews Rating",Sellers,"Last Year Sales","Sales Year Over Year","Sales Trend (90 days)","Price Trend (90 days)","Best Sales Period","Broad Reach Potential","Number of competing products","Sales to Reviews"
"breast cancer awareness shirt for girls",35,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1183205,15.1,10,145.24,20,4.38,1,159,-28,0,-29,"Oct, 2024",3,60000,2.34
"this guy likes to fart shirt",113,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1315198,16.48,16,262.47,6,4.66,1,129,48,0,-12,"Dec, 2024",0,112,9.42
"que lo que shirt dominican republic",131,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,1497726,16.84,18,276.2,20,4.53,2,264,-20,0,-29,"May, 2024",0,398,1.93
"us open 2024 tennis t shirt",86,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",8,1157591,20.26,10,190.79,6,4.70,1,71,-10,20,-11,"Aug, 2024",1,265,2.53
"kids party in the usa shirt",156,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",42,594771,15.39,289,2767.62,15,4.30,1,397,16,0,0,"Jun, 2024",2,30000,17.27
"dont stop believing journey t shirt",118,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1210039,20.21,19,402.57,7,4.75,1,65,-66,4140,-9,"Aug, 2024",1,155,4.43
"the bad guys 2 t shirt",338,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,480886,22.99,24,542.01,8,4.84,1,84,-2,0,0,"Jul, 2025",0,1000,4.21
"we wear pink on wednesdays shirt",82,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1066840,18.66,18,337.7,9,4.29,1,202,102,0,-6,"Oct, 2024",2,1000,1.58
"marilyn manson bigger than satan shirt",165,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1143617,24.75,14,338.72,17,4.58,1,163,37,-96,-27,"May, 2025",0,82,1.01
"grandma of the birthday girl shirt",74,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1196942,16.92,8,119.78,15,4.71,1,56,-43,0,-19,"May, 2024",0,40000,1.91
"bring me the horizon t shirt",265,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,933863,23.86,12,268.23,15,4.32,4,72,35,0,-33,"Jul, 2025",1,436,0.77
"the lord is my shepherd shirt",24,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1165307,18.79,7,126.58,9,4.68,1,78,25,0,-1,"Jan, 2025",0,221,1.22
"this is my first rodeo shirt",366,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,944288,17.12,31,468.8,7,4.82,2,64,-29,0,4,"Jun, 2025",3,447,7.97
"4th of july big brother shirt",133,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",8,1369081,15.99,218,3257.5,12,4.80,1,31,-48,0,-3,"Jun, 2025",1,9000,11.53
"most likely to irish goodbye shirt",149,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1414480,18,3,51.65,10,4.90,1,130,45,40,-38,"Mar, 2025",1,144,1.15
"copa america 2024 t shirt argentina",135,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,1396104,24.72,72,2759.95,18,4.64,6,428,27,51,-7,"Jul, 2024",0,174,6.55
"1st day of school shirt boys",113,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",12,488277,16.04,27,375.16,15,4.69,1,154,-24,0,220,"Aug, 2024",0,70000,5.33
"i didn't vote for him shirt",328,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",8,1032505,15.76,22,220.05,5,4.28,2,0,,0,179,"Jun, 2025",0,249,4.00
"july is my birthday month shirt",77,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1279596,17.22,23,350.49,4,4.58,1,8,-49,0,-11,"Jul, 2025",0,315,7.37
"i don't run i reload shirt",39,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1385529,16.21,14,220.45,17,4.60,1,23,-52,0,-67,"Jun, 2025",0,1000,2.29
"eric b and rakim t shirt",343,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1359993,21.62,59,1109.55,11,4.73,1,80,-27,195,-26,"May, 2024",0,106,4.28
"on wednesdays we wear pink shirt",545,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1294696,17.28,13,209.26,9,4.31,1,163,22,-40,-6,"Oct, 2024",2,189,2.47
"ellie the last of us shirt",144,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1148534,22.23,19,404.34,17,4.62,2,43,-65,0,0,-,2,206,14.85
"elf on the shelf shirt kids",282,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1492833,22.52,5,54.47,8,4.67,2,224,1,0,-15,"Dec, 2024",1,1000,0.60
"pretend im a pirate t shirt",110,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1456025,16.38,11,186.93,8,4.84,1,101,-37,0,-16,"Jul, 2025",0,228,4.33
"red owl grocery store t shirt",279,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1355945,18.22,9,151.37,7,4.50,1,32,24,-50,-6,"Dec, 2024",0,22,4.14
"say no to the hoe shirt",80,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",11,1043986,15.31,26,369.02,8,4.87,2,117,-39,0,-40,"Jul, 2025",1,109,17.17
"first last day of school shirt",35,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1195031,16.31,5,78.25,3,5.00,1,18,,0,-1,"Aug, 2024",2,50000,2.68
"first day of middle school shirt",435,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1155702,16.98,4,57.54,2,4.63,1,6,-80,0,0,"Aug, 2024",0,2000,1.65
"daughter of a veteran t shirt",21,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,945552,18.99,20,355.61,15,4.58,1,108,9,0,-11,"Nov, 2023",1,20000,1.94
"gi robot was right t shirt",84,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1433532,17.93,8,140.36,13,4.64,1,94,-16,215,-6,"Mar, 2025",0,73,1.35
"nicest mean respiratory therapist ever shirt",242,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,830965,16.42,17,278.91,12,4.69,1,102,29,0,-36,"May, 2024",0,128,5.71
"make my knee great again shirt",334,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1350191,18.11,26,456.72,15,4.78,1,367,-18,0,-2,-,1,124,2.49
"philadelphia eagles kids shirt girls pink",84,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",7,611275,18.57,51,849.97,12,4.53,1,135,3991,-53,6,"Feb, 2025",0,254,5.77
"stuck between idk idc idgaf shirt",393,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1457270,17.51,12,195.45,7,4.43,1,39,42,0,-20,"Jul, 2025",0,126,2.11
"im not always a dick shirt",112,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,1139317,16.48,15,223.64,16,4.38,1,211,151,414,-14,"Feb, 2025",0,123,1.13
"can i grab them buns shirt",329,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1195565,18.66,28,531.02,4,3.40,1,7,-77,0,-3,"Jul, 2025",0,232,29.97
"p nk summer carnival tour 2023 shirt",166,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1443348,18.09,7,115.15,6,4.28,1,60,-44,300,4,"May, 2025",0,25,3.53
"sza and kendrick grand national tour shirt",194,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",11,855512,21.57,30,527.42,11,4.18,1,559,317,19,118,"May, 2025",1,37,2.36
"keep the immigrants deport the racists shirt",415,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",21,1135253,15.88,14,204.45,9,4.74,1,29,300,0,0,-,0,238,11.29
"the outlaw and the hillbilly t shirt",45,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1238752,16.8,11,175.62,18,4.20,1,27,-31,123,4,"Aug, 2024",2,165,0.66
"sumbitch t shirt smokey and the bandit",53,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1201121,17.6,15,281.5,5,4.73,1,8,,0,-25,"Dec, 2024",0,102,7.43
"stop pretending your racism is patriotism shirt",139,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1214719,17.6,39,618.13,11,4.62,1,209,4523,0,-6,"Jun, 2025",0,211,10.17
"red white and blue miller lite shirt",296,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,592089,22.31,88,2013.13,20,4.65,1,526,18,0,-25,"Jun, 2025",1,108,20.18
"dont make me drink alone shirt ma",291,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,659650,16.52,138,2878.34,17,4.70,1,5,-54,0,-19,"Jul, 2025",0,40,29.75
"left it in the water baptism shirt",40,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1090528,18.19,15,286.04,12,4.63,1,36,-40,0,-45,"Jun, 2025",0,182,3.36
"i set my friends on fire shirt",42,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",5,1291607,16.8,39,594.56,17,4.47,1,111,3,-29,-8,"Dec, 2024",1,77,4.22
"into the forest i go t shirt",82,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,1247213,17.32,5,80.12,15,4.45,1,41,-8,0,-6,"Apr, 2025",2,154,1.49
"girls just wanna have fundamental rights shirt",152,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",6,1073894,17.82,14,225.86,11,4.68,1,182,151,0,-12,"Nov, 2024",1,168,2.73
"bad choices make good stories t-shirt",597,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,519617,16.68,10,156.44,4,4.27,1,4,-53,0,0,-,0,103,5.70
"i come in peace im peace shirt",155,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1064805,16.55,12,201.57,9,4.80,1,157,40,0,-11,"May, 2025",1,118,1.64
"creed summer of 99 concert t shirt",63,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",7,716868,18.32,20,402.22,6,4.48,1,70,50,0,-6,"Aug, 2024",0,106,14.35
"post malone f-1 trillion tour shirt",23,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1202328,21.84,56,1273.28,16,4.60,1,464,-34,44,-15,"May, 2025",0,57,1.94
"the original beef of chicagoland t-shirt",31,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1481904,16.55,5,86.55,3,4.50,1,65,,-80,-18,"Oct, 2023",1,129,2.62
"i love carlos shirt big time rush",395,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,965973,17.56,37,630.57,1,5.00,1,19,,0,-45,"Jul, 2025",0,71,-1.00
"let me tell you about my jesus shirt",135,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1055197,15.72,10,149.95,13,4.44,1,113,,0,0,-,2,334,0.86
"equal rights for others it's not pie shirt",165,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",5,730750,16.3,15,271.11,13,4.82,1,139,-2,-31,-21,"Mar, 2025",0,178,1.52
"i like dogs and maybe 3 people shirt",125,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",12,806055,19.32,100,1870.46,8,4.75,1,93,74,0,13,"Jul, 2025",2,528,9.65
"i love my hot ex girlfriend t shirt",80,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1011586,15.79,46,767.54,12,4.61,1,441,247,-65,-3,"Feb, 2025",0,331,7.76
"just here to bang 4th of july shirt",178,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1349925,16.96,39,666.87,13,4.86,1,226,73,0,-15,"Jun, 2025",2,572,10.09
"no shoes no shirt no problems kenny chesney",136,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,888204,19.99,11,222.67,15,4.70,1,247,,-45,-2,"Jun, 2024",2,5,0.74
"i closed my book to be here shirt",510,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1297334,16.85,15,240.96,13,4.60,1,149,86,-55,-30,"May, 2025",1,182,1.91
"cousins rowing shirt the summer i turned pretty",121,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,684655,17.79,180,3284.96,11,4.48,1,272,-18,0,-15,"Jul, 2025",0,122,12.47
"im just an adult t shirt simple plan",383,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1459762,18.85,22,501.61,14,4.23,1,156,-33,0,-49,-,0,86,3.12
"me and my daughter talk about you shirt",233,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1310403,18.57,37,586.01,7,4.49,1,28,1671,0,-16,"Jun, 2025",1,319,31.66
"im just here to bang 4th of july shirt",106,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,895900,17.12,217,3606.78,11,4.71,1,334,58,0,-6,"Jun, 2025",0,433,41.06
"i closed my book to be here t-shirt",301,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",4,1189183,16.34,25,443.79,15,4.40,1,239,76,0,-34,"Jul, 2025",0,199,1.92
"if im too much go find less t shirt",398,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",23,1337167,16.79,93,1658.07,14,4.76,2,60,19,0,-34,"May, 2024",0,131,3.60
"if at first you don't succeed t shirt personalized",18,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1304353,16.48,6,90.34,3,5.00,1,45,320,0,-9,"Jul, 2024",0,582,3.43
"dont waste your time on me blink 182 shirt",92,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1485908,17.32,11,208.19,15,4.77,1,256,73,-43,-22,"Dec, 2024",0,108,2.38
"vote like your ancestors died for it t-shirt",25,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1471366,17.26,7,100.55,11,4.50,1,128,222,0,-12,"Oct, 2024",0,133,2.09
"women's last night we let the liquor talk western print v-neck t-shirt wallen tshirt plus size count",84,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,282505,22.99,19,430.04,8,5.00,1,199,,230,-8,"Jul, 2024",0,36,2.34
