Phrase,"Search Volume",Category,Fulfillment,"Size Tier","Variation Count",BSR,Price,"Monthly Sales","Monthly Revenue","Review Count","Reviews Rating",Sellers,"Last Year Sales","Sales Year Over Year","Sales Trend (90 days)","Price Trend (90 days)","Best Sales Period","Broad Reach Potential","Number of competing products","Sales to Reviews"
"never complain never explain shirt",99,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,993889,17.95,3,46.47,8,4.30,1,43,6,-34,-6,"May, 2024",0,154,0.37
"back to school boys shirt",508,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",4,167447,18.99,62,1295.04,17,4.78,1,236,-34,0,-34,"Aug, 2024",3,20000,5.06
"i love white girls shirt",228,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",7,1136138,16.17,32,491.77,8,4.66,2,111,-75,0,-26,"Dec, 2024",0,10000,2.79
"type 1 diabetes shirt kids",230,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1333362,17.07,15,244.74,13,4.81,1,129,71,-115,-24,"Nov, 2024",0,10000,3.08
"houses and humans t shirt",462,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1137803,16.74,81,1435.9,8,4.86,2,13,-37,0,-6,"Jul, 2025",1,198,6.83
"upside down flag t shirt",84,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",6,1149637,17.36,33,580.21,16,4.68,1,112,563,0,-14,"Jun, 2025",2,388,5.94
"michigan plant the flag shirt",127,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",4,768568,25.24,45,1125.92,14,4.50,1,3,-52,0,-16,"Dec, 2024",0,141,3.32
"worlds best ex boyfriend shirt",116,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1061306,15.23,11,166.07,7,4.73,1,230,41,97,-24,"Mar, 2025",0,101,1.95
"found heaven shirt conan gray",80,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1166079,19.82,18,260.51,18,4.69,2,335,26,0,0,"Dec, 2024",1,55,1.04
"orange and black football shirt",62,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",54,993296,15.73,80,1202.29,15,4.68,1,11,,0,0,-,0,10000,2.70
"anti trump shirt v neck",168,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",4,1128395,18.9,22,375.59,7,4.77,1,42,,-61,-7,"Jun, 2025",1,635,5.97
"i came in peace shirt",80,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1479778,16.01,17,275.85,11,4.71,1,208,132,0,-11,"May, 2025",0,136,3.74
"nathan's hot dog contest shirt",161,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1282046,17.54,13,221.46,4,4.93,1,29,-17,0,0,-,2,175,21.59
"big brother shirt baseball tee",275,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",10,1445376,15.13,25,277.13,7,4.79,1,28,-31,0,-44,"Jul, 2025",0,60000,13.23
"cavalier king charles spaniel shirt",125,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1225334,18.07,11,184.54,14,4.63,1,81,68,0,-12,"Jun, 2025",0,488,1.49
"veterans against trump t shirt",303,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1426112,18.39,18,337.58,20,4.25,1,124,53,0,-12,"Jun, 2025",1,389,1.52
"sword in the stone shirt",108,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1367893,22.69,77,1750.04,20,4.59,1,435,-10,0,-9,"Jul, 2025",0,134,5.75
"be a good human shirt",408,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",18,1326596,15.86,19,285.85,20,4.52,1,37,-13,0,-12,"Jun, 2025",2,1000,1.87
"eat the rich t shirt",149,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1190518,17.95,7,114.89,13,4.55,1,53,19,-18,-18,"May, 2024",0,190,1.10
"mariah carey it's time shirt",48,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,1065863,37.5,11,382.75,10,4.70,1,28,-64,0,39,"Apr, 2025",2,94,1.20
"medical assistant valentines day shirt",59,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1448868,17.02,16,231.14,9,4.53,1,70,-35,0,-35,"May, 2025",0,350,4.32
"olivia and elliott shirt svu",84,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",6,955411,20.69,21,464.82,9,4.36,2,27,-15,0,-7,"Jul, 2024",0,30,3.00
"orange shirt day indigenous kids",136,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1158107,16.89,7,108.67,15,4.64,1,44,67,80,-7,"Sep, 2024",0,257,0.79
"boys christmas shirt home alone",162,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",10,983791,19.03,6,107,19,4.82,1,132,-39,0,-7,"Dec, 2024",1,885,1.72
"i love chris brown shirt",425,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",4,721683,17.85,19,318.96,4,4.83,1,25,-58,0,-14,"Jun, 2024",0,118,5.61
"post malone shirt go flex",19,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1346736,23.1,13,305.11,19,4.59,1,370,18,-113,-5,"May, 2025",2,30,1.15
"i stand with ukraine shirt",71,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1311790,16.75,9,137.86,15,4.48,1,358,459,-97,-16,"Mar, 2025",2,229,0.73
"the hell i won't shirt",18,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",36,1367115,15.03,12,170.45,15,4.40,2,83,-33,136,-12,"May, 2024",2,174,2.13
"white green bay packers shirt",55,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",42,484645,20.83,53,1405.65,11,4.20,1,1004,-56,0,-42,"Sep, 2024",2,1000,26.34
"1st day of prek shirt",336,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,333106,15.7,39,605.09,15,4.68,1,141,-33,0,-20,"Aug, 2024",1,4000,2.88
"its my moms birthday shirt",60,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1406880,16.6,7,120.4,6,4.76,1,52,-15,0,-20,"Jul, 2025",2,4000,2.38
"keith urban graffiti tour shirt",137,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,973139,19.03,22,398.01,16,4.63,1,144,524,0,2,"Jun, 2025",0,135,3.28
"winnie the pooh halloween shirt",408,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",5,971281,22.76,7,157.7,13,4.56,1,145,75,0,-12,"Oct, 2024",2,561,0.62
"toddler boys polka dot shirt",238,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",40,1310084,16.13,9,160.33,20,4.40,2,215,-15,0,-10,"Sep, 2024",2,7000,1.01
"i heart chris sturniolo shirt",53,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",11,1175141,16.48,17,226.15,8,4.66,1,82,-75,0,-20,"Apr, 2025",0,93,1.27
"month of military child shirt",180,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1436884,17.75,3,42.97,18,4.65,1,281,18,-144,-6,"Apr, 2025",3,741,0.40
"paris 2024 olympics gymnastics shirt",260,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1381753,16.49,6,93.48,12,4.77,1,131,-65,-107,-32,"Jul, 2024",0,52,0.58
"things we did t shirt",356,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1439883,19.36,11,198.99,5,3.92,1,7,-71,0,-15,"Jun, 2025",0,177,5.48
"math teacher pi day shirt",138,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,1350095,16.51,9,145.15,20,4.56,1,224,67,100,-18,"Mar, 2025",1,50000,1.86
"team meatball shirt jersey shore",26,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1142559,18.83,43,790.73,17,4.65,1,379,-42,0,-8,"Oct, 2024",0,101,17.27
"malcolm x shirt for kids",213,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1463513,19.06,8,137.06,5,4.68,1,40,39,-76,-9,"Feb, 2025",0,372,2.67
"keep on trucking t shirt",434,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,1311511,17.87,18,248.5,19,4.81,2,135,135,0,-13,"May, 2025",1,261,2.12
"i slapped ouiser boudreaux t-shirt",273,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1339637,19.1,5,85,8,4.55,1,16,-2,0,-48,"May, 2025",0,108,0.82
"make orwell fiction again t-shirt",170,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1355488,16.3,13,199.24,15,4.51,1,165,139,0,-13,"Nov, 2024",0,144,1.42
"shut the fucupcakes funny t-shirt",376,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",9,1446303,16.47,6,102.22,12,4.68,1,47,-63,0,-3,"May, 2024",0,119,1.17
"i don't feel tardy t-shirt",13,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1464437,19.11,15,318.42,7,4.90,1,42,-74,0,-1,"Sep, 2024",0,345,2.39
"you're killing me vols t-shirt",125,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",21,462698,21,41,863.67,10,4.97,1,117,470,126,-12,"Jun, 2025",0,73,5.08
"crying statue of liberty t-shirt",138,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1249152,18.66,21,382.85,4,4.56,1,0,,0,0,"Jul, 2025",0,280,11.77
