Phrase,"Search Volume",Category,Fulfillment,"Size Tier","Variation Count",BSR,Price,"Monthly Sales","Monthly Revenue","Review Count","Reviews Rating",Sellers,"Last Year Sales","Sales Year Over Year","Sales Trend (90 days)","Price Trend (90 days)","Best Sales Period","Broad Reach Potential","Number of competing products","Sales to Reviews"
"pink singer t shirt",108,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",16,1051811,21.29,20,355.34,11,4.57,1,73,-54,0,-8,"Oct, 2024",3,10000,9.45
"fantasy football championship shirt",137,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1104697,17.86,11,195.34,15,4.56,1,168,3,0,-12,"Aug, 2024",0,2000,1.18
"favorite son t shirt",321,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1264598,17.66,5,75.13,7,4.73,1,46,-87,0,0,"Sep, 2023",3,10000,0.96
"home alone tee shirt",66,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,1232278,19.73,6,115.17,14,4.85,1,156,-40,0,0,"Dec, 2023",0,2000,1.15
"crash bandicoot shirt boys",74,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1382928,22.69,7,142.79,9,4.59,1,37,-43,0,-11,"Apr, 2025",0,170,3.57
"i love mj shirt",200,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,939166,16.99,14,237.37,5,4.80,1,0,,21,-23,"Jan, 2025",0,1000,2.79
"front office squad shirt",348,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,432362,16.85,8,143.84,10,4.74,1,79,17,0,0,-,1,8000,2.28
"i love latinas shirt",341,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,891514,16.98,11,175.28,7,4.45,1,49,-54,0,-12,"May, 2024",3,498,1.68
"i heart latinas shirt",289,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1424539,16.48,9,133.3,6,4.45,1,42,-46,0,-12,"Jul, 2025",2,210,2.07
"pediatric physical therapy shirt",363,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1148477,17.86,8,117.36,3,4.88,1,66,-44,59,-25,"Aug, 2024",0,700,3.21
"youth home alone shirt",27,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,935000,18.49,6,110.2,9,4.90,1,137,-40,0,0,"Dec, 2024",2,360,1.34
"class of 2039 shirt",461,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,757750,16.24,19,300.32,3,4.42,1,48,54,0,-12,"Aug, 2024",1,299,16.09
"punch nazis t shirt",294,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",14,1343046,20.1,23,425.71,12,4.42,1,130,443,0,-37,"Feb, 2025",0,100,1.65
"nothing easy duke shirt",34,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,660449,21.47,27,545.14,11,4.53,1,120,14,101,0,"Apr, 2025",1,51,19.43
"canelo alvarez bear shirt",54,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",9,1184478,22.63,19,385.06,13,4.42,1,112,18,0,-9,"Jun, 2025",1,76,7.08
"thomas train birthday shirt",156,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,855501,22.1,22,484.07,9,4.36,2,125,-58,98,-23,"Sep, 2024",2,403,11.60
"happy birthday daddy shirt",84,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,1309270,15.24,55,711.35,14,4.74,2,198,-7,0,-25,"Jul, 2025",2,4000,10.32
"randy orton shirt youth",209,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",11,914927,21.63,26,676.42,11,4.63,1,125,16,0,-32,"Jul, 2025",1,82,2.80
"drum and bass shirt",314,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1291215,17.35,12,195.13,7,4.34,1,25,-27,0,-4,"May, 2024",1,789,3.16
"buddy guy t shirt",278,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1076285,18.64,13,226.94,10,4.17,1,113,,30,-6,"Jun, 2025",0,379,1.57
"dirty dancing tee shirt",264,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1243385,21.41,9,190.09,13,4.70,1,41,-37,783,-34,"Jul, 2025",0,867,3.79
"wwe the rock shirt",101,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1037262,18.47,13,223.93,5,4.88,1,14,,0,-12,"Apr, 2025",3,341,4.55
"saint michael t shirt",154,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,804248,18.69,24,425.04,13,4.76,1,55,68,0,-4,"Jun, 2025",0,289,3.90
"protect our parks shirt",267,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",20,811224,17.49,31,545.88,7,4.71,1,104,411,0,-26,"Mar, 2025",2,914,6.97
"7th grade teacher shirt",543,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1059142,16.57,11,174.76,4,4.28,1,16,-10,0,-40,"Jul, 2025",0,982,2.90
"kids blink 182 shirt",102,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1147745,21.48,43,1036.49,15,4.64,3,229,3,14,9,"May, 2025",2,174,5.73
"worlds best poppy shirt",130,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1447267,19.13,12,238.06,13,4.77,1,143,-30,0,3,"Jun, 2025",0,473,2.01
"twisted tea t shirt",96,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",16,1030232,17.19,10,160.98,11,4.62,1,119,-70,-25,-58,"Jun, 2024",0,151,2.67
"childhood cancer awareness shirt",110,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",9,1026271,16.23,10,134.84,15,4.73,1,205,-6,0,0,"Sep, 2024",3,40000,0.75
"eric carle t shirt",149,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,803044,21.24,42,817.57,15,4.41,2,183,31,0,-6,"May, 2024",0,705,4.86
"i love cougars shirt",51,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1160094,18.9,21,404.97,12,4.55,1,164,-48,-37,-24,"May, 2024",3,301,5.97
"eagles school spirit shirt",21,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,548380,19.83,20,380.22,8,4.63,1,71,2,275,-38,"Aug, 2023",0,4000,2.73
"maryland crab 5 shirt",153,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1238186,19.23,14,236.34,14,4.63,1,64,-4,0,-6,"May, 2024",0,1000,3.61
"fight fascism t shirt",131,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1482151,17.24,33,566.63,7,4.69,1,21,303,0,-6,"Jun, 2025",0,152,5.11
"trump dog shirt 2024",118,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",30,1221604,15.46,7,98.57,4,4.63,1,30,147,0,-18,"Aug, 2024",1,330,2.74
"kidz bop 2024 shirt",119,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,581816,20,69,1357.49,10,4.69,1,294,-9,0,-12,"Jul, 2024",0,104,8.78
"fcc cincinnati soccer shirt",76,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",47,1259173,22.41,40,947.41,10,4.53,2,186,-46,44,0,"Aug, 2023",0,262,3.49
"para educator t shirt",104,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",7,582183,16.65,42,598.7,8,4.52,1,47,-42,-80,-23,"Jul, 2025",0,3000,9.05
"orange shirt native american",64,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",17,1315265,16.53,16,234.05,13,4.60,2,131,970,0,-7,"Sep, 2024",2,1000,1.60
"turkey shooter olympic shirt",69,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1354169,17.92,6,89.76,9,4.53,1,185,-41,0,-26,"Apr, 2025",1,94,0.84
"boys unity day shirt",46,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1231412,15,3,43.01,13,4.51,1,306,158,0,0,"Oct, 2024",2,10000,0.45
"creed halftime show shirt",57,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,609392,17.21,12,211.22,7,4.58,1,60,50,11,-6,"Nov, 2024",0,88,2.45
"pink eagles shirt kids",226,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1037774,18.15,27,472.83,12,4.62,1,195,8014,226,-17,"Feb, 2025",1,30000,2.21
"medical assistant valentines shirt",221,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1175196,16.83,21,331.64,14,4.53,1,158,-12,0,-17,"Jan, 2025",1,429,3.33
"malcolm jamal warner shirt",328,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",27,609973,16.49,12,222.11,7,4.93,1,100,117,0,0,-,1,69,3.99
"south carolina script shirt",233,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,510458,18.65,52,986.48,11,4.65,1,2,-61,206,-11,"Apr, 2025",0,1000,5.02
"ayrton senna t shirt",108,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",6,781983,26.98,69,1373.55,15,3.70,1,366,274,-12,-9,"May, 2025",2,76,8.10
"houston colt 45s shirt",88,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1336418,21.86,40,762.85,8,4.65,1,201,83,-150,-33,"May, 2025",0,90,4.51
"bernese mountain dog shirt",268,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",18,1248438,18.62,17,322.49,13,4.67,1,223,-37,0,5,"Dec, 2024",0,381,2.08
"banana slugs t shirt",60,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",6,1118803,22.37,12,206.01,10,4.85,1,163,-23,-94,-18,"May, 2025",2,184,2.12
"texas strong t shirt",297,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",23,697904,15.49,65,1018.62,4,4.25,1,5,106,0,0,"Jul, 2025",1,846,8.87
"malcolm x t shirt",297,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1262958,17.93,8,145.58,12,4.40,1,254,421,-81,-26,"Feb, 2025",2,586,1.90
"8th grade teacher shirt",424,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,756414,16.83,8,130.63,3,4.88,1,33,3,0,0,"Jul, 2025",0,904,4.99
"george clinton t shirt",211,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1424563,25.44,9,223.87,13,4.76,1,71,,0,-17,"Jul, 2025",1,251,1.34
"paul frank t shirt",326,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1205124,23.13,28,567.48,8,4.11,1,131,-2,0,0,"May, 2024",0,1000,5.92
"shut the fucupcakes shirt",54,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",14,1320610,16.33,19,331.47,8,4.72,1,72,-39,0,398,"Jun, 2025",2,107,6.07
"suicide silence t shirt",452,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,1469718,25.47,7,145.22,6,4.12,2,63,-68,0,-23,"Dec, 2024",0,151,2.06
"rafa nadal t shirt",59,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",5,1475603,17.58,5,82.35,12,4.61,1,36,-3,48,-14,"Dec, 2024",0,157,1.32
"sly cooper t shirt",169,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1293038,18.82,5,85.38,5,4.77,1,43,23,273,-2,"Dec, 2024",0,138,0.74
"pro immigrant t shirt",241,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1112052,16.99,42,732.75,10,4.73,1,145,1345,0,-26,"Jun, 2025",0,702,8.61
"sorry for partying shirt",174,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1204885,17.99,11,186.83,3,4.15,1,44,-89,210,-4,"Jun, 2025",2,305,5.30
"pediatric cancer awareness shirt",49,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",7,1448620,15.97,4,67.16,9,4.61,1,209,13,0,0,"Sep, 2024",1,5000,0.30
"gavrilo princip t shirt",134,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1351424,17.62,8,128.99,5,4.60,1,25,-2,0,-3,"Jul, 2025",0,125,3.89
"home alone shirt youth",171,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1486401,20.29,11,228.44,13,4.78,2,192,-39,0,-33,"Dec, 2024",2,335,1.75
"orange shirt day indigenous",105,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1386491,16.59,8,100.07,14,4.80,1,27,970,80,-7,"Sep, 2024",3,2000,0.48
"daily planet t shirt",277,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,906827,22.39,50,1141.99,4,4.85,1,2,-60,0,-19,"Jul, 2025",0,588,19.52
"im not clumsy shirt",109,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1332020,16.64,4,69.5,6,4.83,1,43,361,0,0,"Dec, 2024",2,120,1.19
"esol teacher t shirt",373,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,776210,17.99,10,162.17,5,4.72,1,29,-20,0,-14,"Aug, 2024",0,494,2.50
"child cancer awareness shirt",37,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",6,783146,17.49,17,300.69,8,4.57,1,43,-12,70,-6,"Sep, 2024",0,50000,2.18
"intensive care unit shirt",51,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,878335,19.14,13,243.39,14,3.85,1,36,-11,0,-41,"May, 2025",0,692,6.59
"l 7 weenie shirt",30,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",12,1374431,26.36,45,989.06,9,4.80,1,22,554,-3,-18,"Jun, 2025",1,84,4.89
"ou vs texas shirt",24,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,735350,19.49,32,538.38,13,4.71,1,329,28,0,-12,"Sep, 2024",1,290,10.94
"5th grade boy shirt",105,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,635554,15.84,11,158.85,6,4.71,1,192,45,0,-46,"Aug, 2024",2,50000,2.21
"alley cats bowling shirt",110,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",77,1465575,18.18,48,853.52,13,4.52,2,28,-54,-50,10,"Jun, 2025",0,313,1.38
"titi shirt for aunt",349,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,1455369,15.79,16,209.78,14,4.68,1,116,0,0,-36,"May, 2025",0,842,3.73
"diabetes awareness shirt kids",77,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1446331,17.31,12,181.42,8,4.66,1,32,-29,0,-8,"Nov, 2024",1,1000,4.70
"team foster keefe shirt",261,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",4,922751,19.07,31,525.44,13,4.75,1,398,195,-36,-41,"Dec, 2024",0,82,3.53
"pink candy cane shirt",26,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",7,695989,20.77,14,214.03,11,4.63,2,54,-9,0,-171,"Nov, 2024",0,314,3.47
"support public education shirt",185,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1408487,16.99,3,46.88,9,4.90,1,105,27,0,-23,"Mar, 2025",0,245,0.40
"6th grade shirt boy",417,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,660584,16.54,8,128.16,14,4.64,1,13,-59,0,0,"Jul, 2025",2,2000,2.48
"2k sa eagles shirt",233,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,551242,20.06,25,528.99,11,4.65,1,54,2,-53,6,"Feb, 2025",0,22,2.53
"crab five t shirt",156,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,651402,18.34,52,689.92,13,4.58,1,116,46,50,-24,"Jul, 2025",1,1000,5.16
"not friendly t shirt",422,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",7,910820,16.99,15,244.71,11,4.64,1,162,-12,-2,-15,"May, 2024",2,20000,2.58
"turks and caicos shirt",543,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1211796,18.15,7,116.17,4,4.71,1,21,-43,0,-6,"Jul, 2025",0,300,3.14
"bayern munich t shirt",139,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",6,1155582,23.45,17,458.12,7,4.69,2,121,6,0,-30,"Jun, 2025",1,378,2.59
"tame impala jellyfish shirt",168,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",9,1205620,19.98,14,269.89,10,4.67,2,102,15,-21,36,"May, 2025",0,46,2.33
"badlands national park shirt",201,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1179587,18.05,8,137.87,13,4.76,1,34,-32,0,-30,"Jul, 2025",0,445,2.57
"puss in boots shirt",148,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1469058,22.99,8,166.43,11,4.57,1,48,-48,51,-13,"May, 2024",0,114,1.78
"chicago band t shirt",105,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1478251,18.54,12,235.34,6,4.63,1,45,-12,0,5,"Jun, 2025",2,590,2.19
"turkey and tantrums shirt",96,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,899614,16.97,8,140.23,15,4.28,1,334,,110,-17,"Nov, 2024",1,118,1.88
"jon bellion t shirt",186,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,739770,22.33,14,306.01,9,4.77,1,53,-22,0,0,"Jun, 2025",0,44,2.18
"super jew t shirt",92,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1383647,21.49,7,139.11,2,5.00,1,30,,450,-14,"Dec, 2024",1,229,3.03
"bad boys entertainment shirt",205,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,912036,21.04,24,528.71,9,4.69,1,91,42,0,-21,"Jul, 2025",1,112,5.26
"jesus loves me shirt",412,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",14,848691,16.7,167,2816.03,12,4.56,2,157,-25,-52,-32,"Apr, 2025",2,1000,10.84
"roberto clemente shirt kids",100,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",33,1332484,24.48,29,1225.74,14,4.60,2,126,-26,-10,-19,"Sep, 2024",1,506,3.03
"downs syndrome awareness shirt",31,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1202701,17.49,4,60.42,12,4.75,1,157,65,-91,-3,"Mar, 2025",3,701,1.50
"jersey shore letter shirt",163,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1105912,20.49,35,702.15,15,4.40,1,176,49,0,-12,"Jun, 2025",0,4000,2.08
"i'm not clumsy shirt",114,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1257520,17.6,9,173.03,10,4.65,1,80,-28,0,0,"Nov, 2024",2,125,1.14
"fifth grade shirt boys",39,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,497178,16.22,14,205.85,10,4.80,1,128,-9,0,-11,"Aug, 2024",0,60000,4.24
"the chosen wolf shirt",112,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,925623,18.14,42,747.64,12,4.85,1,346,389,100,-6,"Sep, 2024",0,2000,3.53
"i heart logan shirt",126,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,442340,17.49,63,1205.79,0,-1.00,1,0,,0,-2,"Jul, 2025",0,633,-1.00
"bad guys 2 shirt",402,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,377566,22.99,28,620.51,9,4.75,1,97,-8,0,0,"Jul, 2025",1,2000,4.23
"alex pereira t shirt",24,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1247394,19.95,1,21.44,2,5.00,1,0,,0,-4,"Jun, 2025",1,124,0.54
"smiling friends t shirt",207,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,1191850,20.49,27,503.1,10,4.69,1,89,-48,0,-32,"Jul, 2025",0,599,9.56
"assistant principal t shirt",104,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,923724,17.99,6,94.22,6,4.90,1,57,177,0,-6,"Apr, 2025",0,20000,1.82
"kendrick lamar concert shirt",117,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",13,652983,21.73,15,304.43,6,4.68,1,184,317,0,0,"May, 2025",0,222,8.10
"bird nerd t shirt",422,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",14,1252152,16.02,38,592.44,11,4.38,1,47,45,0,-18,"Jun, 2025",1,1000,4.56
"dale watson t shirt",128,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",14,867892,20.9,54,1052.29,12,4.38,2,231,32,0,-14,"Jun, 2025",0,44,6.24
"home alone shirt kids",29,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,970625,18,4,65.15,14,4.83,1,158,-40,0,0,"Dec, 2024",3,449,1.16
"tacocat spelled backwards shirt",439,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,930704,16.48,8,131.01,6,4.90,1,116,-57,195,-10,"Dec, 2024",0,3000,3.05
"toto band t shirt",380,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,1038437,24.9,22,534.21,10,4.49,1,101,20,0,-11,"Jul, 2025",0,98,5.25
"cattle dog t shirt",137,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1482708,18.09,7,118.76,12,4.71,1,47,-34,-44,32,"Dec, 2024",0,20000,1.33
"girls stanford t shirt",174,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,1017606,18.42,5,104.39,11,4.53,1,87,-13,0,-18,"Sep, 2024",0,156,0.76
"disney pandora t shirt",102,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1222965,22.99,21,477.56,5,4.88,1,36,-48,200,-12,"May, 2024",0,192,0.66
"kids home alone shirt",118,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1160458,18.31,10,200.38,11,4.78,1,146,,0,0,"Dec, 2024",3,526,1.82
"beetlejuice shirt for kids",84,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",6,1113676,20.1,13,244.08,12,4.59,2,47,455,0,-26,"Sep, 2024",2,221,2.15
"post malone kids shirt",108,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1365569,19.74,12,260.4,14,4.40,1,357,-9,-113,-12,"May, 2025",2,138,1.62
"dot day t shirt",40,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1230318,15.05,4,63.44,10,4.48,1,282,99,0,-35,"Sep, 2024",3,2000,0.56
"chicken tender slot shirt",141,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,908158,17.45,20,356.76,11,4.82,1,194,49,0,-16,"Dec, 2024",0,149,3.48
"shark faces t shirt",218,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1041347,17.11,33,558,14,4.66,1,134,-15,0,-34,"Jul, 2025",0,403,8.52
"hulk hogan trump shirt",215,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,914897,18.38,56,971.74,10,4.69,1,122,47,0,-12,"Jul, 2024",1,341,52.47
"real hot girl shirt",231,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,969412,16.76,37,634.99,8,4.78,2,152,-79,0,-29,"May, 2024",1,100000,11.29
"im that grandma shirt",143,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",4,1449297,17.54,25,384.59,7,4.64,1,43,-5,-114,-3,"May, 2025",2,2000,1.51
"yes chef t shirt",371,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",11,1467878,18.17,11,191.45,13,4.61,1,117,-80,8,-33,"Jul, 2024",1,559,1.70
"football sister shirt toddler",235,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,983596,17.55,6,91.18,5,4.82,1,26,-49,0,-28,"Sep, 2024",0,9000,2.67
"boys smiley face shirt",55,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,611262,18.13,45,848.81,14,4.73,1,255,-33,35,5,"Mar, 2025",1,636,5.70
"squid game thanos shirt",57,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,447621,18.08,102,1259.74,14,4.63,1,132,669,0,-17,"Feb, 2025",2,123,13.05
"cougars school spirit shirt",407,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1110279,19.33,14,242.14,5,4.17,1,44,-23,0,-28,"Jul, 2025",0,737,3.10
"b2 bomber t shirt",232,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,927976,18.79,36,663.78,7,4.69,1,28,1544,0,0,"Jul, 2025",1,294,16.54
"pink chris brown shirt",381,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",32,378577,18.31,21,411.98,4,4.17,1,35,,0,0,"Jun, 2024",0,1000,7.86
"uncle pecos crambone t-shirt",234,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",4,880093,16.99,29,479.69,15,4.70,2,30,-54,-48,-11,"Jun, 2025",0,15,2.54
