Phrase,"Search Volume",Category,Fulfillment,"Size Tier","Variation Count",BSR,Price,"Monthly Sales","Monthly Revenue","Review Count","Reviews Rating",Sellers,"Last Year Sales","Sales Year Over Year","Sales Trend (90 days)","Price Trend (90 days)","Best Sales Period","Broad Reach Potential","Number of competing products","Sales to Reviews"
"mallard duck shirt",334,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1036825,17.03,16,287.74,9,4.86,2,63,-30,0,-36,"Jul, 2025",0,1000,12.79
"chase atlantic shirt",380,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1404009,25,7,158.01,8,4.78,1,124,67,280,-42,"Dec, 2024",1,498,2.67
"cat trump shirt",207,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1441826,17.78,4,70.96,12,4.85,1,51,,0,3,"Sep, 2024",3,495,0.81
"fiesta toddler shirt",27,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",9,1134084,17.28,27,550.53,14,4.70,1,202,-19,0,3,"Apr, 2025",2,60000,5.86
"sigma t shirt",47,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1047917,17.23,13,209.14,7,4.50,1,50,,-78,-11,"Dec, 2024",3,30000,2.49
"christmas halloween shirt",50,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1483843,15.23,9,102.9,14,4.79,1,80,,0,-39,"Dec, 2024",2,100000,1.39
"cat pride shirt",279,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1285915,17.06,15,242.44,20,4.66,1,190,-31,0,11,"Jun, 2025",2,2000,3.75
"drift shirt costume",127,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,806378,16.9,8,130.22,5,3.20,1,0,,9,-24,"Dec, 2024",2,168,1.93
"newsilkroad shirt sleeve",293,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1455000,19.99,2,37.71,2,5.00,1,47,,200,-38,"Oct, 2024",0,2,0.95
"testing day shirt",105,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1188629,16.51,6,89.54,18,4.65,1,594,125,-137,-12,"Apr, 2025",4,70000,0.47
"oxidized green shirt",89,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,770726,18.99,9,175.4,2,5.00,1,0,,0,-12,"Aug, 2024",2,303,4.61
"girls autism shirt",188,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",6,988160,16.24,13,196.27,15,4.58,1,164,186,-54,-24,"Mar, 2025",3,60000,2.07
"emo mom shirt",249,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",10,1419407,19.21,24,372.03,14,4.79,2,26,,-120,-42,"May, 2025",1,511,1.85
"kids protest shirt",187,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,973459,17.99,57,1009.13,6,4.86,1,4,-33,0,-18,"Jun, 2025",0,3000,39.78
"vpk teacher shirt",338,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,999751,16.66,3,43.35,1,5.00,1,5,,0,0,-,1,295,4.84
"twilight meme shirt",56,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",5,851989,21.34,34,738.63,13,4.53,1,86,15,0,-8,"Dec, 2024",0,126,8.70
"smut slut shirt",233,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1388800,17.88,7,113.51,6,4.55,1,29,,-77,-33,"May, 2025",0,111,3.38
"invincible war shirt",118,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,427619,19.54,50,1073.74,19,4.61,1,441,,-48,-10,"Mar, 2025",0,125,3.55
"sue storm shirt",361,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,715752,22.99,318,7295.1,13,4.83,1,2,-72,0,0,"Jul, 2025",0,277,156.10
"67 shirt meme",457,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",16,910742,17.29,42,750.9,5,4.67,1,40,,0,0,-,0,211,24.85
"pride dinosaur shirt",117,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",8,1487115,17.2,146,2360.18,10,4.80,1,147,,0,24,"Jun, 2025",1,786,14.03
"merica dog shirt",170,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1316335,17.21,17,278.2,6,4.72,1,48,13,0,0,"Jun, 2025",0,1000,6.24
"pe teacher shirt",1300,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,420519,15.9,57,903.02,7,4.62,1,96,-4,0,0,"Jul, 2025",2,1000,32.89
"stay salty shirt",140,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",21,580072,17.28,64,980.25,9,4.64,2,111,16,0,-50,"May, 2025",3,487,9.25
"uno t shirt",231,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,895796,22.17,22,500.01,8,4.36,1,51,,569,-30,"Oct, 2024",2,1000,5.17
"everton t shirt",159,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,1194888,20,9,175.59,3,4.57,1,25,,-86,-10,"Dec, 2024",0,547,4.72
"canelo t shirt",135,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",36,991891,20.38,17,287.86,3,4.90,1,28,,0,-23,"May, 2025",3,2000,13.06
"overdose awareness shirt",1226,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,736378,16.84,5,78.71,3,5.00,1,20,-13,0,0,"Aug, 2024",2,211,3.78
"apple t shirt",63,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,993623,16.8,8,140.2,2,4.27,1,48,-37,-88,-11,"Sep, 2024",3,2000,6.75
"poppy t shirt",180,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",4,785669,18.75,167,2513.17,16,4.80,1,138,-51,0,-5,"Jun, 2025",3,2000,11.83
"martini t shirt",63,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",37,773753,15.83,59,857.8,19,4.10,2,671,,831,10,"Oct, 2024",1,695,8.04
"black hole shirt",343,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1366104,17.26,9,153.93,2,4.78,1,40,,-9,-39,"May, 2025",2,7000,10.35
"racoon city shirt",151,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,1037311,18.75,30,539.86,8,4.66,1,50,-44,0,-35,"Dec, 2024",0,672,10.59
"retro toyota shirt",217,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,906207,22.15,40,853.21,15,4.62,2,63,-17,0,-30,"Jul, 2025",0,208,8.35
"kids haitian shirt",112,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1093299,16.5,8,124.64,14,4.77,1,180,147,0,-14,"May, 2025",2,10000,2.52
"respiratory therapy shirt",38,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1124757,16.37,16,245.37,5,4.28,1,57,-32,0,-26,"Jul, 2025",2,732,8.52
"postpartum nurse shirt",299,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1176268,16.14,10,161.34,2,4.70,1,25,-42,0,-143,"Jul, 2025",2,997,4.04
"fiesta boys shirt",133,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,949777,15.4,25,405.64,19,4.76,1,642,,0,0,"May, 2025",2,50000,6.58
"speech therapist shirt",429,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",9,303249,17.08,102,1736.78,11,4.57,1,257,68,0,10,"Jul, 2025",2,1000,15.30
"pro trump shirt",192,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1122881,16.37,25,391.69,20,4.90,1,887,,35,-5,"Jul, 2024",3,1000,10.08
"got christ shirt",60,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",17,1294538,18.99,272,4503.24,11,4.86,1,361,-35,0,-18,"Oct, 2024",0,246,19.25
"neon birthday shirt",237,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1012722,16.11,21,273.54,15,3.81,1,250,,-59,-33,"May, 2025",1,10000,2.84
"darn t shirt",127,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1078335,16.43,9,141.02,5,4.17,1,52,,333,-12,"Jun, 2025",0,726,3.21
"team jeremiah shirt",1298,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1106038,17.83,44,772.48,15,4.68,1,58,-73,0,0,"Jul, 2025",2,148,6.05
"ball in shirt",81,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",67,899316,16.59,169,3455.84,15,4.70,1,30,-71,0,-11,"Jul, 2025",6,200000,12.03
"frida calo shirt",118,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,996788,20.93,23,415.82,10,4.50,2,48,,-26,-7,"May, 2025",1,390,4.92
"ed nurse shirt",187,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",6,984406,18.54,25,469.68,17,4.43,1,159,-20,0,-18,"Jul, 2025",0,631,3.53
"7th grade shirt",678,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,490259,17.65,8,132.28,6,4.75,1,22,-46,0,0,"Aug, 2024",2,1000,1.11
"rizzler t shirt",39,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1085439,19.37,9,166.1,7,4.60,1,138,20,0,9,"Dec, 2024",1,637,3.70
"2025 senior shirt",88,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,1272233,17.09,8,123.35,20,4.65,1,233,,-110,-9,"May, 2025",4,5000,0.61
"peeps toddler shirt",172,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",13,1402437,16.99,6,85.95,20,4.73,1,195,-82,-117,-14,"Apr, 2025",2,176,0.48
"gen z shirt",180,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1188802,17.72,87,1513.87,19,4.80,1,15,-59,0,4,"Dec, 2024",2,1000,50.10
"pre kindergarten shirt",151,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,227346,15.42,93,1188.49,11,4.74,1,181,-19,0,0,"Aug, 2024",0,1000,10.36
"lactation consultant shirt",278,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,996375,16.17,8,119.76,3,4.50,1,25,-26,0,-13,"Jul, 2025",0,257,5.71
"forth grade shirt",164,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,163915,16.78,101,1633.62,10,4.76,1,164,31,0,-25,"Jul, 2025",0,412,32.69
"wild robot shirt",262,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,735554,21.07,12,220.84,8,4.77,1,51,,-36,-12,"Oct, 2024",2,151,2.54
"bigfoot usa shirt",182,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",68,668555,19.85,114,2333.47,15,4.46,2,142,142,0,7,"Jun, 2025",0,917,12.96
"sam barber shirt",422,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",14,751786,30.24,300,10404.36,8,4.10,1,0,,128,0,"Jul, 2025",0,154,42.47
"muffin metal shirt",155,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,817512,17.63,12,227.77,2,5.00,1,44,,0,-10,"May, 2025",2,136,5.38
"boomer tee shirt",178,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1129431,21.17,21,395.33,5,4.23,1,15,-51,0,-16,"Jun, 2025",0,10000,6.08
"hbcu kids shirt",282,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1116292,16.43,5,70.62,19,4.70,1,426,134,0,-34,"Feb, 2025",2,10000,0.69
"nascar papa shirt",253,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,646044,20.56,41,970.63,11,4.80,1,144,,0,-10,"Jun, 2025",1,132,20.47
"anal bead shirt",221,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",20,954788,18.62,77,1337.98,14,4.42,1,41,-23,0,0,"Jun, 2025",2,45,23.50
"no fascism shirt",258,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,988247,18.21,45,848.9,18,4.80,1,354,36,-43,-39,"Jun, 2025",3,239,3.57
"oasis shirt band",200,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,283066,24.47,118,2875.53,20,4.32,2,48,1059,0,-18,"Jul, 2025",3,171,28.17
"field day shirt",312,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",6,1105728,15.35,9,111.29,13,4.60,1,127,2966,0,-37,"May, 2025",5,6000,1.93
"steve perry shirt",114,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,986742,21.45,31,647.42,17,4.52,1,201,-20,-73,-12,"Aug, 2024",1,444,3.38
"taylor lautner shirt",151,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,1129180,19.24,14,248.38,9,4.70,1,133,-25,-150,-17,"Oct, 2024",0,74,3.31
"hardy t shirt",334,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,577623,25.72,26,717.61,12,4.85,1,237,,-80,-39,"Jun, 2024",3,656,4.12
"handmaid's tale shirt",183,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",5,1493045,15.49,14,171.02,3,4.81,2,29,878,0,-32,"Jun, 2025",2,352,11.02
"youth longhorn shirt",303,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,349152,17.46,73,1171.79,14,4.51,1,215,,0,-12,"Jul, 2025",2,1000,10.46
"75 birthday shirt",189,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,392132,18.85,52,982.48,13,4.81,1,59,16,0,-13,"Jun, 2025",0,1000,12.14
"oregon ducks shirt",363,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,455654,20.19,24,480.61,12,4.36,1,104,,67,-15,"Dec, 2024",4,884,2.81
"rhea ripley shirt",3293,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",16,798868,21.81,39,733.53,11,4.88,1,308,,-14,-3,"Apr, 2025",2,325,4.23
"abolish ice shirt",285,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1249799,15.09,29,437.61,4,4.94,1,22,1875,0,-38,"Jun, 2025",1,480,21.52
"uno card shirt",41,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,888851,22.99,23,507.03,11,4.58,1,134,-14,0,-8,"Oct, 2024",3,416,3.45
"radio head shirt",415,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,871651,19.49,34,622.65,12,4.78,1,56,-54,-3,-21,"Jan, 2025",2,134,4.35
"team canelo shirt",74,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",35,996818,21.94,21,418.25,13,4.82,1,248,-21,390,0,"Sep, 2024",2,201,1.82
"inclusion matters shirt",246,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",4,930262,17.08,57,930.13,11,4.79,1,108,-40,0,-24,"Jul, 2025",1,6000,4.00
"pink howdy shirt",51,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",8,760805,16.54,105,1861.1,11,4.46,1,312,,0,14,"Apr, 2024",0,1000,9.54
"chest nuts shirt",121,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,1337706,16.19,2,30.23,12,4.53,1,150,,0,-18,"Nov, 2024",4,8000,0.83
"vpk shirt boy",236,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1155316,17.22,6,91.23,2,3.73,1,9,,0,-60,"Aug, 2024",1,1000,3.65
"lindor mets shirt",162,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",8,635454,27.54,60,1673.73,9,4.61,1,142,324,0,-2,"Oct, 2024",0,157,21.73
"autism metallica shirt",134,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1358316,19.16,66,1395.11,15,4.72,1,135,-52,0,-16,"Dec, 2024",2,154,12.06
"autism advocate shirt",68,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",10,1241950,18.99,28,509.5,11,4.95,1,18,,-100,-2,"Apr, 2025",0,8000,1.62
"jarren duran shirt",181,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",30,1155073,30.76,13,494.51,7,4.65,2,51,,0,-44,"Jul, 2025",1,815,5.53
"hawk tush shirt",183,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1336122,17.21,5,84.84,8,4.69,1,331,,0,-26,"Jun, 2024",3,5000,1.34
"valentines horror shirt",22,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,1013602,20.04,35,660.96,20,4.65,2,522,22,0,-6,"Feb, 2025",2,866,16.63
"toddler hbcu shirt",156,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1220715,15.43,3,38.33,12,4.82,1,213,381,0,-34,"Feb, 2025",1,271,0.85
"green martini shirt",65,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",15,1224737,19.34,48,1007.81,9,4.64,1,393,-46,0,-17,"Mar, 2025",0,6000,10.94
"dodgers freeman shirt",102,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,727157,26.24,24,590.73,11,4.38,1,111,,-48,-7,"Nov, 2024",2,170,2.77
"trump 2028 shirt",397,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,1435069,17.07,47,821.26,13,4.46,1,133,,0,0,"Jul, 2025",1,377,6.65
"maddox batson shirt",461,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",11,1057212,17.69,13,215.08,4,5.00,1,37,,0,-26,"Jul, 2025",0,215,15.83
"trump shirt cat",34,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1357184,17.79,7,114.38,8,4.51,1,5,,0,0,"Nov, 2024",3,503,0.83
"megan 2.0 shirt",248,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1328975,24.28,28,690.36,9,4.16,2,70,11,0,-9,"Jun, 2025",0,116,8.17
"tarik skubal shirt",120,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1290006,25.48,58,1354.59,7,4.23,1,0,,0,-18,"Jul, 2025",0,1000,23.55
"2025 graduate shirt",247,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1490347,18.06,8,121.22,9,4.69,1,128,396,-118,-37,"May, 2025",5,4000,1.09
"jesus deadlifter shirt",449,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",13,652574,17.37,22,376.58,13,4.90,2,150,-45,0,0,-,2,175,10.94
"disney nana shirt",138,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1064655,21,19,399.2,6,4.38,1,34,,0,6,"May, 2025",2,390,7.72
"bad omens shirt",735,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1263987,19.16,17,308.69,14,4.75,2,120,-91,0,-39,"Jul, 2025",2,190,1.82
"homestuck t shirt",191,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1344843,20.74,7,135.82,15,4.90,1,9,-35,0,-22,"Apr, 2025",0,144,2.49
