Phrase,"Search Volume",Category,Fulfillment,"Size Tier","Variation Count",BSR,Price,"Monthly Sales","Monthly Revenue","Review Count","Reviews Rating",Sellers,"Last Year Sales","Sales Year Over Year","Sales Trend (90 days)","Price Trend (90 days)","Best Sales Period","Broad Reach Potential","Number of competing products","Sales to Reviews"
"gen x raised on hose water and neglect shirt",390,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",14,639764,17.19,35,621.48,12,4.48,2,98,,0,-38,"Jul, 2025",0,200,3.73
"mac miller shirt no matter where life takes me",239,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,580267,21.78,45,1045.73,20,4.63,1,310,-9,5,-9,"Apr, 2025",0,41,8.26
"its not 4th of july until my weiner shirt",179,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1386667,15.89,296,4724.62,13,4.69,1,348,-7,0,10,"Jun, 2025",1,234,104.32
"im a spooky girl in a spooky world shirt",271,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,1488731,16.81,9,155.86,8,4.18,1,267,,0,-18,"Oct, 2024",0,180,2.47
"kids school cartoon numbers for elementary classes t shirt",186,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1199820,17.34,8,120.51,8,4.70,1,87,,0,-11,"Apr, 2025",0,92,4.38
"chest nuts matching chestnuts funny christmas couples nuts t shirt",274,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",4,1317866,16.34,5,59.47,17,4.68,1,119,-69,0,-36,"Nov, 2024",1,3000,0.35
"blink 182 im the girl on the rock show shirt",35,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1377736,21.85,30,734.24,6,4.46,1,47,-64,0,13,"Jul, 2024",0,127,11.16
"i dont have a favorite child daughter in law shirt",50,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1476894,16.44,5,77.36,11,4.72,2,90,84,0,-10,"Dec, 2024",0,411,1.35
"toby keith t shirt courtesy of the red white and blue",121,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,785579,17.71,172,3001.01,17,4.70,1,305,,0,-6,"Jun, 2025",0,88,119.92
"be kind unity day orange anti bullying kids unity day t-shirt",76,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1230232,16.32,3,37.62,12,4.43,1,270,129,0,0,"Oct, 2024",0,246,0.27
