Phrase,"Search Volume",Category,Fulfillment,"Size Tier","Variation Count",BSR,Price,"Monthly Sales","Monthly Revenue","Review Count","Reviews Rating",Sellers,"Last Year Sales","Sales Year Over Year","Sales Trend (90 days)","Price Trend (90 days)","Best Sales Period","Broad Reach Potential","Number of competing products","Sales to Reviews"
"first day of school shirt boy",611,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",9,167368,16.26,114,1525.87,20,4.60,2,102,-31,0,0,"Jul, 2025",3,20000,9.22
"first day of fourth grade shirt",424,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,171123,16.37,98,1608.14,16,4.69,1,216,-2,0,-11,"Aug, 2024",2,2000,15.28
"pink breast cancer shirt for boys",26,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1434588,15.59,5,70.61,9,4.73,1,485,,63,-6,"Oct, 2024",3,60000,0.87
"cousin crew 4th of july shirt",118,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1223089,16.08,27,415.02,9,4.95,1,37,78,0,-20,"Jun, 2025",2,644,3.50
"in my flower girl era shirt",383,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",5,910459,16.23,21,310.32,12,4.55,1,347,,0,-28,"Nov, 2024",0,400,4.54
"4th grade back to school shirt",338,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,187173,16.76,82,1365.64,11,4.80,1,95,-33,0,-25,"Jul, 2025",2,3000,43.52
"cult classic t shirt charli xcx",187,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1289871,22.06,23,451.03,11,4.69,2,153,,0,-5,"Apr, 2025",0,93,2.94
"candy cane t shirt for kids",19,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1359465,17.23,5,77.51,7,4.63,1,0,,0,-43,"Dec, 2024",1,311,1.02
"back to school bus driver shirt",331,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,493729,16.84,12,196.14,17,3.72,1,41,39,0,0,"Jul, 2025",0,10000,5.56
"protect our national parks t shirt",168,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",4,1139737,17.21,16,283.87,5,4.93,1,64,530,0,-12,"Mar, 2025",1,6000,5.61
"not like us shirt kendrick lamar",26,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",15,1145743,18.15,11,188.03,9,4.52,1,17,,0,-6,"May, 2025",2,120,1.94
"sweet sassy and 7 birthday shirt",248,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,1120084,16.18,47,626.72,12,4.60,1,40,-66,-34,-23,"May, 2025",0,374,6.34
"us navy 250th anniversary t shirt",397,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,545990,18.13,60,957.95,18,4.38,1,53,36,0,0,"Jul, 2025",0,314,6.56
"flower boy shirt tyler the creator",103,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",4,478751,34.38,110,4115.4,19,4.52,1,47,114,0,3,"Dec, 2024",0,38,12.75
"pink shirt for boys breast cancer",110,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1415848,15.22,6,81.2,16,4.75,1,309,7,63,-6,"Oct, 2024",3,60000,0.90
"not bossy just aggressively helpful shirt",611,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",11,1358549,17.49,45,960.15,12,4.17,1,57,-56,0,-27,"Jul, 2025",0,130,6.02
"sweet sassy and seven birthday shirt",273,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1043371,17.2,18,307.53,7,4.69,1,42,-66,0,-23,"Jul, 2025",0,1000,5.54
"communication looks different for everyone shirt",192,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",5,1321717,15.49,120,1787.39,20,4.75,1,641,-91,0,-12,"May, 2025",0,127,3.73
"sally o'malley im 50 t shirt",85,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",8,548776,17.49,106,1672.25,13,4.55,1,5,,272,-22,"Jun, 2025",0,100,22.88
"big foot 4th of july shirt",203,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",7,782903,18.24,82,1474.88,17,4.59,1,201,40,0,-28,"Jun, 2025",0,950,11.82
"in my pre k era shirt",398,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",5,680546,16.13,70,966.46,14,4.97,2,467,-81,0,-39,"Aug, 2024",1,386,4.53
"im very vulnerable rn shirt goth",242,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1043658,18.01,19,346,7,4.58,1,234,,10,-32,"May, 2025",0,895,5.04
"usa in a liberal way shirt",158,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1449955,15.59,88,1474.09,12,4.53,1,243,858,0,0,"Jun, 2025",1,221,23.39
"alt national park service resist shirt",236,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",10,981498,17.05,38,652.05,9,4.43,1,39,,0,-32,"Jun, 2025",0,131,5.76
"black history month shirt for girls",248,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1386627,17.88,5,82.21,16,4.74,1,218,214,-50,-28,"Feb, 2025",1,4000,0.58
"class of 2038 grow with me shirt",5407,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,151474,16.89,109,1811.02,8,4.86,1,163,163,0,-11,"Jul, 2025",0,427,18.80
"my other ride is his beard shirt",397,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",11,1472911,16.38,12,152.61,4,4.43,1,46,,178,-31,"Jul, 2025",0,1000,3.72
"out of breath hiking society t-shirt",131,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",24,965987,15.45,31,492.82,15,4.54,1,167,-34,0,-36,"Jul, 2025",0,144,6.09
"i love my hot cougar girlfriend shirt",25,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1301112,17.49,16,277.01,3,4.87,1,37,,0,-25,"Feb, 2025",2,2000,5.08
"mom didn't raise a bit ch shirt",118,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1375076,16.88,8,132.5,12,4.57,1,6,-58,0,-7,"Jul, 2025",0,208,0.85
"loves jesus and america too shirt kids",105,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",19,1106171,15.69,256,2668.48,17,4.59,2,198,120,0,10,"Jun, 2025",0,440,44.10
"i love my crazy hot girlfriend shirt",152,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1071172,17.02,121,2356.17,15,4.65,1,13,,0,-11,"Feb, 2025",0,373,8.55
"i forget what 8 was for shirt",387,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,801043,17.94,8,140.39,6,4.66,1,70,,0,0,"Nov, 2023",2,543,1.53
"of course im right im mike shirt",58,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,893361,16.31,11,178.37,1,5.00,1,0,,0,0,"Jun, 2025",0,1000,5.24
"my abs are like my boyfriend shirt",174,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",8,588862,17.16,76,1188.56,11,4.58,2,351,,0,0,"Dec, 2024",0,180,7.46
"1st day of 2nd grade shirt boy",447,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,316426,16.47,46,739.39,9,4.78,1,40,-16,0,0,"Jul, 2025",1,3000,14.42
"ask me about my explosive diarrhea shirt",380,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1431794,15.81,36,602.65,18,4.78,1,20,-67,0,0,-,0,146,5.55
"first day of 4th grade shirt boy",224,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,264194,16.23,39,577.1,12,4.79,1,80,-7,0,0,"Jul, 2025",2,40000,14.42
"first day of school shirt plus size",341,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",12,281386,17.3,91,1359.91,14,4.74,1,185,-64,0,0,"Jul, 2025",2,8000,15.68
"last first day of elementary school shirt",412,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1438509,16.2,2,25.36,8,5.00,1,14,-42,0,0,"Aug, 2024",0,1000,1.47
"call me the third little piggy shirt",314,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1338006,16.43,15,193.27,8,4.70,1,173,,-76,-41,"Mar, 2025",0,96,3.48
"i love my beautiful girlfriend t shirt",266,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1427047,16.88,28,507.74,3,4.62,1,48,,100,-12,"Feb, 2025",0,3000,10.30
"first day of 6th grade shirt girl",424,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,582606,15.61,18,272.01,13,4.63,1,33,-36,0,0,"Jul, 2025",0,1000,9.88
"grab em by the pussycat shirt trump",31,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1147562,18.44,57,976.2,14,4.57,1,68,,0,-23,"Jun, 2025",0,368,41.18
"boat waves sun rays lake days shirt",21,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",9,1222271,17.8,56,777.04,9,4.63,1,197,,0,-12,"Jun, 2025",1,107,20.67
"the original berf of chicagoland t-shirt",174,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",5,428459,17.37,49,933.08,8,4.58,1,116,-12,0,-22,"Jul, 2025",1,188,17.33
"in my 3rd grade era shirt kids",160,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1231635,15.78,17,243.41,7,4.90,1,212,,0,2,"Aug, 2024",0,406,2.91
"put it on my husbands tab shirt",381,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",4,1318180,18.27,126,2813.37,12,4.37,2,9,,0,-27,"Jun, 2025",0,261,14.75
"i'm just here for the snacks shirt",29,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",8,841243,15.71,125,1833.16,17,4.59,1,492,28,0,-35,"Jul, 2025",0,347,7.47
"not by my strength but his shirt",346,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1064101,17.99,11,193.14,2,5.00,1,0,,48,-43,"Jul, 2025",0,357,5.37
"i forgot what 8 was for shirt",612,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1021125,17.99,7,116.74,6,4.87,1,59,,0,0,"Apr, 2025",0,134,1.47
"lana del rey 4th of july shirt",160,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",14,1222171,17.83,169,2990.16,15,4.58,1,129,399,0,-16,"Jun, 2025",0,33,25.99
"dont let the hard days win shirt",375,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1005678,17.61,33,973.09,8,4.61,1,60,,0,-3,"Jun, 2025",1,168,5.37
"on cloud 9 birthday shirt for girls",186,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,1150050,16.01,56,696.93,19,4.76,2,219,12,0,-15,"May, 2025",0,315,4.52
"don't scare me i fart easily shirt",208,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1231801,16.16,18,311.69,7,4.80,1,14,-44,0,-31,"Jun, 2025",0,252,8.13
"make 4th of july great again shirt",140,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1075384,17.72,97,1874.82,9,4.75,1,91,-49,0,-17,"Jun, 2024",2,600,19.40
"sabrina carpenter shirt for girls 10-12",158,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1211108,19.17,14,251.64,4,4.78,1,59,423,33,-36,"Oct, 2024",0,54,5.40
"trump flipping the bird pocket t-shirt",23,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,1031000,17.59,59,1041.9,13,4.87,1,87,-8,0,-124,"Dec, 2024",0,78,14.63
"most likely to bake christmas cookies shirt",67,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1462551,16.11,2,23.34,9,4.64,1,221,-70,0,-16,"Nov, 2024",1,161,0.43
"just a girl who loves books shirt",12,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,1057261,16.97,70,1292.96,11,4.55,1,167,-8,0,-27,"Jun, 2025",1,733,7.31
"i love my latina girlfriend t shirt",378,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1466227,17.26,8,130.19,5,4.78,1,99,,0,-29,"Feb, 2025",1,347,5.06
"i got that dawg in me shirt",161,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1407662,18.25,56,1007.14,18,4.67,1,656,-13,0,-10,"May, 2024",1,119,8.90
"i love my hot latina girlfriend shirt",174,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1363350,16.77,8,132.25,3,5.00,1,63,,0,-2,"Sep, 2024",1,2000,6.70
"class of 2037 grow with me shirt",612,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,859249,17.89,8,150.62,8,4.93,1,271,-65,0,0,"Aug, 2024",1,375,1.94
"appreciate the little things in life shirt",56,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,754927,18.33,39,728.45,8,4.93,1,28,,113,-11,"Dec, 2024",1,259,8.75
"in my first grade era shirt kids",29,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,855967,15.57,14,190.33,5,4.58,1,122,,0,-11,"Aug, 2024",0,511,3.93
"spidey and his amazing friends shirt adult",57,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,715704,21.74,31,655.35,6,4.50,1,221,,67,-11,"Jun, 2025",0,242,6.55
"first day of pre k shirt girl",543,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",6,158483,15.51,73,994.53,10,4.81,1,107,-53,0,0,"Jul, 2025",2,4000,29.46
"100 days of school shirt kids diy",180,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,1023998,15.81,9,125.75,19,4.59,1,463,,0,-38,"Feb, 2025",2,256,1.02
"trump better coverage than 5g t-shirt",197,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1399660,17.86,37,590.11,15,4.46,1,51,,0,-21,"Nov, 2024",0,325,5.46
"it's only treason if you lose t-shirt",276,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1369891,17.56,76,1315.81,11,4.82,1,227,-28,0,-19,"Jun, 2025",0,211,9.15
"it's not gay if it's tsa t-shirt",140,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,1249981,17.42,14,224.27,8,4.21,1,118,110,0,0,-,1,314,3.78
"don't let the hard days win t-shirt",127,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,924199,18.01,39,1100.17,6,4.73,1,46,,0,-23,"Jul, 2025",0,126,14.83
"what we learn from black history t-shirt",123,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1467772,16.59,8,113.31,15,4.77,1,47,,0,-14,"Feb, 2025",0,291,1.10
