Phrase,"Search Volume",Category,Fulfillment,"Size Tier","Variation Count",BSR,Price,"Monthly Sales","Monthly Revenue","Review Count","Reviews Rating",Sellers,"Last Year Sales","Sales Year Over Year","Sales Trend (90 days)","Price Trend (90 days)","Best Sales Period","Broad Reach Potential","Number of competing products","Sales to Reviews"
"frog and toad shirt kids",402,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,265663,16.25,55,716.8,13,4.56,1,80,,0,-40,"Jun, 2025",0,768,6.11
"in my dad era shirt",303,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",4,1186904,17.86,12,221.25,12,4.57,1,192,-63,600,-15,"Jun, 2024",2,1000,1.10
"first day of tk shirt",803,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,435215,17.07,9,133.35,3,4.93,1,14,-61,0,0,"Aug, 2024",1,559,5.82
"white shirt with orange print",282,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",11,539890,20.81,97,2175.55,16,4.18,2,101,-51,14,-11,"Jul, 2025",0,60000,10.72
"christmas mother baby nurse shirt",84,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1476436,16.82,9,156.17,2,4.56,1,43,,0,-20,"Nov, 2024",1,141,4.95
"fifth grade shirt for boys",378,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,485394,17.3,29,481.29,15,4.65,1,110,0,0,0,"Aug, 2024",2,2000,7.33
"political 4th of july shirt",210,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",4,1199690,16.51,214,2901.52,15,4.54,1,45,344,0,-31,"Jun, 2025",2,2000,13.83
"mom fourth of july shirt",143,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",6,636806,15.21,532,6889.7,9,4.47,1,479,-17,0,22,"Jun, 2025",2,10000,49.25
"living with the land shirt",353,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1164060,18.99,17,340.02,4,4.46,1,66,,0,-20,"Jul, 2025",1,359,4.68
"he is rizzin jesus shirt",597,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,856464,16.46,37,575.69,18,4.70,1,637,,-28,-29,"Dec, 2024",2,342,4.33
"cat rock paper scissors shirt",140,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",6,1318199,16.3,12,202.39,15,4.67,1,186,-14,-38,-12,"Dec, 2024",2,193,2.33
"need four speed birthday shirt",319,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,821381,16.26,42,719.23,7,4.74,1,106,2,45,-12,"Jul, 2025",0,265,17.85
"trump 9 lives t shirt",44,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1170323,16.53,169,2849.55,18,4.60,1,118,26,0,-20,"Jul, 2025",0,171,123.98
"3rd grade shirt for boys",543,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,171698,16.78,53,829.6,11,4.88,1,68,36,0,0,"Jul, 2025",3,4000,16.35
"igor shirt tyler the creator",155,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",11,443181,30.32,72,2336.59,13,4.60,1,55,245,0,-2,"Dec, 2024",2,88,30.18
"when injustice becomes law shirt",155,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",17,1157411,16.32,28,344.04,11,4.53,2,49,1618,0,-7,"Jun, 2025",2,233,4.56
"protect our national parks shirt",376,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",24,683450,16.39,32,526.65,13,4.52,1,20,1672,0,0,"Jul, 2025",2,687,6.19
"4th of july dachshund shirt",131,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1492850,18.31,40,686.46,5,4.46,1,33,-68,0,0,"Jun, 2025",2,583,17.96
"fantastic four logo t shirt",213,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,528907,23.08,450,10088.49,18,4.64,1,140,463,0,0,"Jul, 2025",1,2000,123.69
"on cloud 9 birthday shirt",319,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,1122040,17.1,103,1665.91,13,4.46,1,21,36,31,-25,"Jul, 2025",1,328,5.41
"progressive 4th of july shirt",230,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,1195178,16.62,125,1955.92,18,4.58,1,126,501,0,0,"Jun, 2025",0,333,20.82
"blue collar better half t-shirt",95,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",9,1421361,22.23,13,242.3,8,4.64,2,73,,0,-12,"Jun, 2025",0,353,3.21
"protect our national parks t-shirt",149,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,943246,16.33,30,520.68,5,4.90,1,52,677,0,-12,"Jun, 2025",1,600,11.42
