Phrase,"Search Volume",Category,Fulfillment,"Size Tier","Variation Count",BSR,Price,"Monthly Sales","Monthly Revenue","Review Count","Reviews Rating",Sellers,"Last Year Sales","Sales Year Over Year","Sales Trend (90 days)","Price Trend (90 days)","Best Sales Period","Broad Reach Potential","Number of competing products","Sales to Reviews"
"trumpmania shirt",176,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,881724,18.07,51,886.53,9,4.82,1,77,-59,0,-27,"Jul, 2024",1,367,39.95
"bluelock shirt",263,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",25,541143,20.45,45,894.95,7,4.44,1,142,,-1,-17,"May, 2025",0,94,10.01
"rizzler shirt",203,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1162326,19.07,9,164.12,7,4.53,1,116,20,-13,-35,"Dec, 2024",2,625,1.91
"lemoncello shirt",216,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",18,1131411,18.53,183,3157.05,15,4.71,2,8,-85,0,-14,"Jun, 2025",1,256,24.33
"pharmacy shirt",108,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,824909,16.99,11,180.37,7,4.66,1,21,8,-28,-16,"Mar, 2025",4,1000,4.36
"bobrovsky shirt",119,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",3,1197876,29.99,13,371.18,4,4.24,1,64,-38,0,57,"Jun, 2025",1,234,4.55
"dio shirt",461,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,906970,25.41,20,493.95,15,4.81,1,133,4,0,-24,"Dec, 2024",4,534,3.39
"blueberry shirt",370,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",18,1158900,17.93,60,1134.09,18,4.38,1,76,145,0,-26,"Jul, 2025",2,507,5.18
"plankton shirt",417,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,988458,18.28,17,337.93,14,4.60,2,558,37,0,-13,"Oct, 2024",2,215,2.65
"ochre shirt",134,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",14,1303980,17.7,35,616.35,14,4.15,1,16,,982,-6,"Jun, 2025",2,150,2.52
"lotteria shirt",106,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",5,640693,18.07,22,415.31,6,4.68,1,106,,-11,-20,"Oct, 2024",1,3000,8.93
"squirter shirt",104,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1442975,17.55,11,190.99,7,4.22,1,154,,33,6,"Jun, 2024",2,277,4.61
"4547 shirt",284,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",4,1424186,16.72,23,369.41,7,4.54,1,0,,0,0,"Jun, 2025",1,142,11.36
"ibs shirt",178,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1222585,18.25,12,232.68,3,4.67,1,49,-77,0,-8,"Jun, 2025",3,310,12.13
"samurai shirt",439,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,583302,18.46,49,916.88,12,4.63,1,55,-38,0,-23,"Jul, 2025",4,2000,13.23
"aamu shirt",370,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",16,1040135,26.41,8,192.99,17,4.36,2,46,-29,0,0,"Jul, 2025",0,452,3.23
"pookie shirt",346,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1383457,18.97,7,117.18,5,4.38,1,89,,-56,-22,"Dec, 2024",1,1000,1.55
"tomato shirt",1300,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",16,328871,15.99,45,682.42,14,4.35,2,30,34,0,0,"Jul, 2025",3,1000,10.09
"conrad shirt",392,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",17,605400,16.6,31,564.74,5,4.86,1,32,-41,0,0,"Jul, 2025",2,291,24.60
"megumi shirt",166,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",45,851758,18.89,54,1194.39,5,4.74,2,69,,0,0,"Jul, 2025",1,193,13.95
"mira shirt",373,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",5,373444,25,57,1684.59,11,4.68,1,30,-6,0,0,"Jul, 2025",2,2000,37.60
"rujinu shirt",1508,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1129039,20.38,100,2212.33,3,4.85,1,8,-6,0,-52,"Jul, 2025",1,56,97.33
"uno shirt",405,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,936911,21.76,23,521.34,7,4.35,1,0,,76,-36,"Oct, 2024",4,2000,4.55
"ivf shirt",368,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,1265672,17.76,18,311.54,11,4.64,1,184,25,0,-40,"Jul, 2025",2,632,3.33
"oblivion shirt",186,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,797122,20.08,107,2216.52,14,4.84,1,48,,0,-28,"Jun, 2025",2,321,9.14
"boop shirt",43,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1085747,17.36,12,210.05,10,4.73,1,101,254,0,-7,"Dec, 2024",4,977,4.01
"kendrick shirt",69,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",8,672477,19.8,26,522,10,4.40,1,110,317,0,-28,"May, 2025",5,582,8.40
"scrump shirt",174,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1266425,22.99,44,1000.89,6,4.38,1,88,,0,-10,"Jul, 2025",0,137,8.12
"facehugger shirt",22,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,618693,22.99,30,671.28,12,4.85,1,0,,120,-6,"Nov, 2024",0,127,2.76
"dental shirt",314,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,686784,16.39,14,232.24,8,4.57,1,89,-48,-34,-16,"Aug, 2024",5,8000,7.31
"cheerleading shirt",77,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",2,528622,16.59,36,603.82,16,4.73,1,109,-44,0,-11,"Jul, 2025",4,5000,15.92
"hr shirt",24,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1422354,15.79,13,177.02,5,4.68,1,40,-96,0,-17,"May, 2025",3,582,5.84
"sigma shirt",452,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,867508,16.36,20,315.8,9,4.61,1,231,,-78,-32,"Dec, 2024",5,1000,2.48
"rizzmas shirt",62,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1086976,15.57,3,49.88,10,4.58,1,78,,0,-9,"Nov, 2024",3,174,0.41
"converge shirt",74,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",12,319132,46.89,64,3895.75,16,4.60,2,135,,-90,15,"Jun, 2025",1,137,29.57
"nun shirt",253,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,1207003,18.23,8,128.23,4,4.75,1,38,13,0,-41,"Jul, 2025",2,451,2.31
"chopper shirt",144,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",14,715175,25.08,89,2846.52,14,4.53,2,27,113,0,-17,"May, 2025",3,617,10.71
"tundra shirt",12,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,831234,22.41,39,880.7,17,4.65,2,93,26,0,-13,"Jul, 2025",0,968,11.73
"pediatric shirt",272,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",1,965109,16.12,29,451.43,9,4.78,1,159,,0,-33,"Jun, 2025",4,4000,6.79
"jowls shirt",43,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,631068,19.05,35,667.57,19,4.84,1,409,,-44,20,"Dec, 2024",0,1000,4.15
"neurodiverse shirt",228,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",39,1051140,16.11,29,483,7,4.63,1,32,-57,0,-34,"Jul, 2025",3,682,10.55
"creed t-shirt",349,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",18,590171,19.21,69,1408.8,10,4.26,1,306,46,0,-18,"Jul, 2025",3,259,9.98
"radiohead t-shirt",248,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,463344,18.14,30,555.06,12,4.53,1,48,-54,0,-21,"Dec, 2024",2,200,7.35
"invincible t-shirt",136,"Clothing, Shoes & Jewelry",Amazon,"Large Standard-Size",0,522834,20.41,46,1012.03,20,4.66,1,432,,-48,-10,"Mar, 2025",2,205,3.57
